Congressional Record	2398	7353	32.61
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1076	4333	24.83
Congressional Serial Set	21531	53610	40.16
Civil Rights Commission	1040	2948	35.28
