1789	19
1790	15
1791	15
1792	8
1793	17
1794	9
1795	8
1796	20
1797	14
1798	15
1799	22
1800	15
1801	14
1802	22
1803	22
1804	21
1805	24
1806	28
1807	28
1808	44
1809	23
1810	46
1811	22
1812	51
1813	41
1814	53
1815	55
1816	33
1817	33
1818	28
1819	92
1820	39
1821	31
1822	43
1823	49
1824	74
1825	65
1826	56
1827	37
1828	76
1829	53
1830	132
1831	59
1832	166
1833	70
1834	259
1835	84
1836	115
1837	321
1838	95
1839	70
1840	117
1841	129
1842	86
1843	63
1844	96
1845	151
1846	123
1847	113
1848	218
1849	116
1850	260
1851	199
1852	269
1853	266
1854	357
1855	225
1856	538
1857	285
1858	307
1859	280
1860	339
1861	499
1862	453
1863	412
1864	476
1865	416
1866	471
1867	424
1868	520
1869	513
1870	529
1871	582
1872	765
1873	681
1874	702
1875	516
1876	618
1877	632
1878	562
1879	672
1880	698
1881	647
1882	800
1883	887
1884	865
1885	1005
1886	1191
1887	911
1888	1004
1889	1071
1890	999
1891	1091
1892	1794
1893	2521
1894	3409
1895	2021
1896	1582
1897	1412
1898	1755
1899	1987
1900	2213
1901	3132
1902	2595
1903	2034
1904	2050
1905	2351
1906	2777
1907	2802
1908	2633
1909	3395
1910	3053
1911	3603
1912	3534
1913	4444
1914	3690
1915	3566
1916	4328
1917	4694
1918	4474
1919	4811
1920	4083
1921	3480
1922	4433
1923	2742
1924	2732
1925	2845
1926	2779
1927	3038
1928	3000
1929	5400
1930	3395
1931	3698
1932	3465
1933	3846
1934	4155
1935	4783
1936	3747
1937	4564
1938	4938
1939	5287
1940	5719
1941	6466
1942	5517
1943	4653
1944	4761
1945	5171
1946	5910
1947	7192
1948	7128
1949	8768
1950	7411
1951	7296
1952	8477
1953	7627
1954	8050
1955	8401
1956	8538
1957	8853
1958	9581
1959	10908
1960	12110
1961	12569
1962	12957
1963	13898
1964	15210
1965	14833
1966	14817
1967	14636
1968	15741
1969	15800
1970	16085
1971	17598
1972	19520
1973	19552
1974	20514
1975	23363
1976	28313
1977	28532
1978	28468
1979	28547
1980	29294
1981	27307
1982	22012
1983	22698
1984	23844
1985	21926
1986	21847
1987	21045
1988	20959
1989	21897
1990	22161
1991	19869
1992	20431
1993	19092
1994	17676
1995	19132
1996	17335
1997	16870
1998	16394
1999	26991
2000	14090
2001	10701
2002	10564
2003	10375
2004	9635
2005	7378
2006	6823
2007	6944
2008	5491
2009	6336
2010	4391
2011	2724
2012	2011
2013	1467
2014	834
2015	316
2016	220
