A	SuDocs	0
A 77	A	229
A 13	A	12498
A 17	A	1150
A 1	A	4297
A 93	A	517
A 57	A	584
A 110	A	65
A 88	A	196
A 107	A	28
A 62	A	53
A 96	A	2
A 92	A	121
A 21	A	35
A 22	A	9
A 36	A	30
A 105	A	155
A 106	A	59
A 82	A	83
A 68	A	37
A 67	A	129
A 43	A	33
A 101	A	123
A 5	A	33
A 29	A	3
A 98	A	158
A 12	A	1
A 112	A	26
A 85	A	3
A 89	A	19
A 104	A	22
A 72	A	7
A 10	A	15
A 111	A	16
A 9	A	10
A 109	A	21
A 56	A	2
A 55	A	2
A 94	A	23
A 47	A	17
A 3	A	14
A 27	A	5
A 102	A	2
A 6	A	15
A 19	A	12
A 84	A	21
A 35	A	1
A 4	A	7
A 108	A	9
A 103	A	23
A 114	A	3
A 113	A	5
A 53	A	1
A 80	A	2
A 32	A	1
A 7	A	4
A 26	A	9
A 99	A	1
A 49	A	1
A 18	A	1
A 100	A	2
A 2	A	1
A 38	A	1
A 90	A	1
A 39	A	1
A 76	A	1
A 11	A	2
A 1400	A	1
A 28	A	1
A 1170	A	1
A 87	A	1
A 48	A	2
C	SuDocs	0
C 61	C	714
C 46	C	141
C 3	C	6974
C 56	C	227
C 1	C	452
C 57	C	189
C 55	C	1824
C 13	C	3891
C 12	C	1
C 4	C	55
C 60	C	103
C 51	C	152
C 30	C	37
C 18	C	769
C 25	C	5
C 31	C	53
C 62	C	11
C 41	C	90
C 39	C	70
C 21	C	102
C 59	C	112
C 14	C	4
C 6	C	52
C 37	C	18
C 47	C	104
C 58	C	10
C 22	C	850
C 42	C	66
C 52	C	22
C 24	C	1
C 40	C	6
C 8	C	2
C 43	C	4
C 54	C	4
C 35	C	2
C 875	C	1
C 3261	C	2
C 50	C	2
C 63	C	13
C 5	C	4
C 53	C	1
C 28	C	1
C 134	C	1
C 7	C	1
C 10	C	3
C 123	C	1
C 9	C	1
C 48	C	3
C 45	C	3
C 15	C	1
C 2	C	1
SBA	SuDocs	0
SBA 1	SBA	567
I	SuDocs	0
I 49	I	2721
I 29	I	2003
I 27	I	483
I 19	I	5330
I 20	I	151
I 35	I	9
I 28	I	9287
I 1	I	1514
I 53	I	658
I 33	I	64
I 66	I	38
I 72	I	94
I 12	I	3
I 17	I	1
I 16	I	63
I 7	I	2
I 10	I	3
I 5	I	1
I 64	I	1
I 63	I	3
I 67	I	14
I 4	I	2
I 8	I	1
I 9	I	1
I 69	I	14
I 21	I	6
I 23	I	5
I 43	I	1
I 18	I	7
I 70	I	58
I 68	I	1
I 13	I	1
I 11	I	1
I 44	I	2
I 1198	I	1
I 52	I	1
I 42	I	1
I 71	I	15
I 48	I	3
I 73	I	2
I 2823	I	1
I 24	I	13
I 22	I	3
I 74	I	1
I 219	I	1
I 25	I	1
I 3	I	1
I 92	I	1
HE	SuDocs	0
HE 20	HE	6029
HE 1	HE	304
HE 19	HE	348
HE 25	HE	24
HE 17	HE	82
HE 22	HE	223
HE 23	HE	332
HE 3	HE	207
HE 5	HE	82
HE 24	HE	44
HE 30	HE	2
HE 18	HE	6
HE 21	HE	29
HE 8202	HE	1
HE 6502	HE	1
HE 81	HE	1
HE 202110	HE	1
E	SuDocs	0
E 1	E	749
E 3	E	170
E 2	E	84
E 4	E	24
E 6	E	35
E 5	E	18
E 19	E	1
FT	SuDocs	0
FT 1	FT	215
ED	SuDocs	0
ED 1	ED	2790
ED 12	ED	1
NAS	SuDocs	0
NAS 1	NAS	9907
NAS 11	NAS	1
L	SuDocs	0
L 35	L	332
L 37	L	355
L 2	L	2352
L 36	L	252
L 13	L	373
L 1	L	709
L 16	L	168
L 7	L	42
L 39	L	8
L 38	L	292
L 29	L	180
L 40	L	28
L 20	L	14
L 5	L	39
L 28	L	4
L 34	L	3
L 22	L	15
L 14	L	1
L 47	L	1
L 3	L	2
L 23	L	10
L 8	L	1
L 26	L	1
L 31	L	1
L 15	L	2
L 33	L	2
L 27	L	1
L 25	L	2
L 500	L	1
HH	SuDocs	0
HH 1	HH	1121
HH 2	HH	6
HH 14	HH	6
HH 7	HH	6
HH 10	HH	4
HH 13	HH	15
HH 3	HH	1
HH 12	HH	1
Y	SuDocs	0
Y 10	Y	548
Y 4	Y	79024
Y 1	Y	9143
Y 3	Y	20997
Y 7	Y	42
Y 2	Y	3
Y 215	Y	1
Y 200	Y	1
Y 9	Y	3
Y 11	Y	1
Y 5	Y	2
Y 44	Y	1
Y 22	Y	1
ITC	SuDocs	0
ITC 1	ITC	746
ITC 2	ITC	1
GA	SuDocs	0
GA 1	GA	5895
GA 113	GA	1
J	SuDocs	0
J 1	J	850
J 28	J	875
J 26	J	406
J 24	J	95
J 16	J	41
J 21	J	60
J 10	J	1
J 29	J	380
J 32	J	283
J 25	J	25
J 23	J	13
J 31	J	13
J 27	J	4
J 34	J	24
J 36	J	16
J 35	J	2
J 38	J	4
J 37	J	1
J 250	J	1
D	SuDocs	0
D 301	D	848
D 101	D	4800
D 206	D	30
D 211	D	49
D 5	D	478
D 114	D	380
D 1	D	567
D 208	D	120
D 221	D	29
D 103	D	1498
D 209	D	89
D 108	D	6
D 213	D	28
D 214	D	291
D 210	D	79
D 12	D	63
D 2	D	67
D 14	D	44
D 305	D	92
D 201	D	237
D 15	D	32
D 207	D	401
D 110	D	46
D 116	D	2
D 10	D	14
D 203	D	15
D 205	D	7
D 4	D	3
D 202	D	20
D 7	D	116
D 102	D	16
D 106	D	19
D 119	D	18
D 104	D	58
D 216	D	7
D 304	D	13
D 212	D	6
D 109	D	13
D 302	D	10
D 218	D	4
D 215	D	3
D 11	D	1
D 3	D	6
D 105	D	69
D 118	D	2
D 117	D	1
D 13	D	1
D 112	D	1
D 219	D	3
D 113	D	1
D 111	D	3
D 220	D	1
SI	SuDocs	0
SI 6	SI	53
SI 8	SI	76
SI 1	SI	502
SI 2	SI	16
SI 9	SI	8
SI 11	SI	19
SI 3	SI	288
SI 18	SI	2
SI 13	SI	17
SI 62	SI	1
SI 7	SI	4
SI 4	SI	4
SI 14	SI	5
SI 12	SI	1
LC	SuDocs	0
LC 30	LC	110
LC 33	LC	23
LC 3	LC	69
LC 1	LC	315
LC 19	LC	148
LC 2	LC	25
LC 42	LC	13
LC 39	LC	37
LC 24	LC	13
LC 9	LC	4
LC 5	LC	9
LC 40	LC	12
LC 14	LC	29
LC 4	LC	23
LC 12	LC	4
LC 29	LC	9
LC 43	LC	6
LC 25	LC	10
LC 26	LC	35
LC 41	LC	14
LC 6	LC	7
LC 17	LC	10
LC 35	LC	7
LC 23	LC	5
LC 1016	LC	13
FS	SuDocs	0
FS 2	FS	269
FS 5	FS	906
FS 9	FS	17
FS 1	FS	15
FS 14	FS	151
FS 3	FS	132
FS 13	FS	119
FS 22	FS	1
FS 17	FS	81
FS 16	FS	3
FS 10	FS	5
FS 4	FS	12
FS 8	FS	1
FS 15	FS	4
FS 12	FS	1
FS 6	FS	6
FS 11	FS	1
FS 7	FS	1
EP	SuDocs	0
EP 1	EP	2733
EP 2	EP	109
EP 5	EP	171
EP 7	EP	65
EP 6	EP	105
EP 4	EP	40
EP 3	EP	15
