Congressional Record	473	6659	7.1
Statistical Abstract	137	171	80.12
United States Reports	667	1171	56.96
Foreign Relations	709	3168	22.38
Congressional Serial Set	20758	52476	39.56
Civil Rights Commission	865	3075	28.13
Economic Report Of The President	58	215	26.98
