Public Domain	1200859
In Copyright	161528
Undetermined	14391
Public Domain only when viewed in US	13867
Public Domain but access limited due to privacy concerns	1376
In copyright and permitted as world viewable by the copyright holder	450
Creative Commons Attribution 4.0 International license	443
In copyright in the US	226
Creative Commons Zero license (implies pd)	134
Creative Commons Attribution-ShareAlike 4.0 International license	110
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	74
available to nobody; blocked for all users	43
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	26
Creative Commons Attribution-NonCommercial 4.0 International license	25
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	20
out-of-print (implies in-copyright)	5
