Congressional Record	1066	7006	15.22
Statistical Abstract	139	173	80.35
United States Reports	730	1333	54.76
Foreign Relations	833	3238	25.73
Congressional Serial Set	20750	51556	40.25
Civil Rights Commission	868	2972	29.21
Economic Report Of The President	58	261	22.22
