University of Michigan	253938
University of Minnesota	134649
University of Illinois at Urbana–Champaign	109271
University of California, Northern Regional Library Facility	74287
Pennsylvania State University	51130
Northwestern University	50299
The Ohio State University	50184
Purdue University	44920
Technical Report Archive & Image Library	44707
University of California, Riverside	40378
Cornell University	32125
University of Virginia	30559
University of California, San Diego	23982
Harvard University	22456
University of California, Southern Regional Library Facility	20515
Michigan State University	13829
New York Public Library	11119
University of California, Santa Cruz	10059
Indiana University	7942
University of California, Berkeley	7735
State University System of Florida	7486
University of California, Los Angeles	6982
University of Wisconsin, Madison	6660
University of Texas at Austin	5151
Princeton University	4464
University of Chicago	3755
University of California, Davis	2633
University of Illinois at Urbana-Champaign	2506
Library of Congress	2483
University of Iowa	1229
Columbia University	959
Texas A&M University	912
University of Massachusetts Amherst	537
Duke University	394
University of North Carolina at Chapel Hill	144
The Getty Research Institute	127
Yale University	116
University of California, Irvine	78
University of Alberta	73
University of Connecticut	59
University of Missouri, Columbia	46
Boston College	42
North Carolina State University	37
Tufts University	20
Emory University	8
University of Washington	7
University of California, San Francisco	5
University of Delaware	1
McGill University	1
Universidad Complutense de Madrid	1
