1789	19
1790	15
1791	15
1792	8
1793	17
1794	9
1795	8
1796	20
1797	14
1798	15
1799	22
1800	15
1801	14
1802	21
1803	22
1804	21
1805	23
1806	28
1807	28
1808	43
1809	23
1810	38
1811	22
1812	51
1813	40
1814	53
1815	53
1816	33
1817	33
1818	28
1819	92
1820	39
1821	30
1822	42
1823	49
1824	74
1825	64
1826	55
1827	37
1828	76
1829	50
1830	121
1831	58
1832	164
1833	69
1834	258
1835	83
1836	112
1837	319
1838	92
1839	68
1840	96
1841	126
1842	82
1843	62
1844	96
1845	148
1846	119
1847	111
1848	209
1849	109
1850	254
1851	193
1852	262
1853	258
1854	349
1855	212
1856	525
1857	277
1858	297
1859	268
1860	327
1861	488
1862	432
1863	396
1864	433
1865	395
1866	451
1867	405
1868	499
1869	498
1870	500
1871	558
1872	745
1873	661
1874	676
1875	491
1876	579
1877	608
1878	534
1879	637
1880	671
1881	618
1882	771
1883	858
1884	832
1885	973
1886	1165
1887	867
1888	959
1889	1038
1890	958
1891	1061
1892	1568
1893	2323
1894	3252
1895	1926
1896	1553
1897	1364
1898	1648
1899	1940
1900	2122
1901	3023
1902	2514
1903	1977
1904	1968
1905	2290
1906	2708
1907	2697
1908	2557
1909	3334
1910	2976
1911	3530
1912	3420
1913	4344
1914	3614
1915	3492
1916	4257
1917	4635
1918	4411
1919	4786
1920	4020
1921	3491
1922	4523
1923	2950
1924	2799
1925	2941
1926	2846
1927	3134
1928	2912
1929	5461
1930	3441
1931	3819
1932	3482
1933	3784
1934	4168
1935	8547
1936	3657
1937	4378
1938	4837
1939	5172
1940	5526
1941	6338
1942	5519
1943	4638
1944	4767
1945	5079
1946	6025
1947	7260
1948	7411
1949	8965
1950	7411
1951	7254
1952	8476
1953	7686
1954	8061
1955	8234
1956	8451
1957	8607
1958	9265
1959	10608
1960	11895
1961	12619
1962	12954
1963	13850
1964	15248
1965	14739
1966	14838
1967	14725
1968	15780
1969	15757
1970	16231
1971	17573
1972	19563
1973	19332
1974	20410
1975	23169
1976	27876
1977	28307
1978	28226
1979	28260
1980	29081
1981	27042
1982	21938
1983	22483
1984	23586
1985	21854
1986	21807
1987	21127
1988	20993
1989	21765
1990	21867
1991	19521
1992	20130
1993	18856
1994	17529
1995	18987
1996	17182
1997	16755
1998	16234
1999	38133
2000	14036
2001	10682
2002	10557
2003	10353
2004	9498
2005	7383
2006	6805
2007	7681
2008	5409
2009	6247
2010	4302
2011	2648
2012	1942
2013	1378
2014	821
2015	308
2016	209
