Congressional Record	1638	7284	22.49
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1059	4325	24.49
Congressional Serial Set	21389	53377	40.07
Civil Rights Commission	933	2818	33.11
