Google	1337049
Internet Archive	24511
Texas A&M University	4300
University of Michigan	3894
University of California, Berkeley	2565
Cornell University	2330
Northwestern University	559
State University System of Florida	510
University of Missouri, Columbia	342
	332
University of Illinois at Urbana-Champaign	227
Yale University	186
Columbia University	101
University of Washington	47
Emory University	38
Boston College	19
The Getty Research Institute	16
University of Maryland	1
University of Delaware	1
McGill University	1
