Congressional Record	1698	7285	23.31
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1059	4325	24.49
Congressional Serial Set	21389	53382	40.07
Civil Rights Commission	933	2820	33.09
