Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	T	LC	SI	GS	FEM	PR	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	M	FCA	RR	NA	FAA	NC	FHL	MC	FMC	MN	LGA	H	CZ	FL	FA	ID	DC	NHA	B	FO	PA	SS	OP	CA	Z	X	FCD	FM	SB	AR	ES	U	NASA	F	DP	CNF	G	GB	II	ICA	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1923	22	215	257	228	16	6	0	4	2	116	0	1	0	2	0	0	2	16	2	35	12	34	2	0	1	0	0	0	0	0	0	6	0	6	0	0	1	11	0	4	0	0	3	92	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
1924	255	150	160	252	14	3	0	2	3	82	0	1	0	2	0	0	1	17	0	34	20	27	0	0	1	0	0	0	0	0	0	8	0	5	0	0	1	6	0	5	0	0	2	73	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
1925	122	130	130	261	14	5	0	7	1	91	0	8	0	3	0	0	2	16	2	39	11	27	2	0	2	0	1	0	0	0	0	7	0	4	0	0	2	13	0	5	0	0	3	109	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	251	153	174	265	16	4	0	18	3	82	0	6	0	3	0	0	3	13	1	29	13	31	1	0	1	0	0	0	0	0	0	6	0	4	0	0	2	19	0	4	0	0	3	131	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	121	172	160	340	15	3	0	16	3	97	0	4	0	2	0	0	2	8	2	48	16	28	2	0	4	0	0	0	0	0	0	10	0	8	0	0	3	0	0	2	0	0	5	135	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	249	161	36	270	12	2	0	22	3	104	0	7	0	3	0	0	2	9	0	36	15	38	0	0	4	0	2	0	0	0	0	8	0	4	0	0	2	6	0	4	0	0	2	123	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	132	229	217	376	17	5	0	29	5	84	0	6	0	3	0	0	2	10	3	29	12	36	3	0	0	0	4	0	0	0	0	8	0	5	0	0	4	4	0	4	0	0	5	97	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	230	217	225	465	17	8	0	26	2	79	0	7	0	5	0	0	2	18	2	27	12	51	2	0	0	0	0	0	0	0	0	10	0	6	0	0	5	4	0	6	0	0	3	99	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	149	193	350	428	17	8	0	41	4	103	0	6	0	12	0	0	2	6	5	27	15	54	5	0	7	0	0	0	0	0	0	13	0	12	0	0	2	6	0	4	0	0	4	93	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	206	172	266	327	14	9	0	56	5	93	0	7	0	4	0	0	3	17	1	33	11	66	0	0	1	0	1	0	0	0	0	13	0	4	0	0	1	5	0	5	0	0	5	83	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	528	119	1053	259	19	8	0	64	2	71	0	6	0	2	0	0	2	8	4	28	13	20	4	0	0	0	0	0	0	0	0	14	0	4	0	0	1	3	0	5	0	0	6	83	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1227	313	225	136	17	10	0	70	2	57	0	7	0	5	0	0	2	14	3	33	14	18	3	0	0	0	2	0	2	0	0	11	0	8	0	0	2	8	0	4	0	0	10	59	0	0	0	0	4	0	12	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	509	190	232	181	19	10	0	70	2	74	0	5	0	4	0	0	2	9	1	36	28	13	0	0	0	0	0	0	0	0	0	16	0	7	0	0	0	6	0	4	6	0	3	83	0	0	0	0	6	0	1	0	10	0	1	1	0	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	289	282	262	146	18	10	0	79	2	126	0	5	0	8	0	0	5	19	16	47	23	21	12	0	0	0	4	0	0	0	0	16	0	12	0	0	1	10	0	2	6	0	5	64	0	0	0	0	2	0	5	0	8	0	2	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	341	404	262	174	16	19	0	70	4	89	0	6	0	6	0	0	4	33	8	34	28	20	7	0	0	0	9	0	2	0	0	15	0	6	0	0	1	8	1	1	13	0	5	79	0	0	0	0	2	0	4	0	12	0	2	15	0	4	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	394	473	367	164	20	33	0	87	2	122	0	7	0	19	0	0	4	21	14	37	12	24	10	0	0	0	1	0	0	0	0	15	0	5	0	0	16	10	0	3	7	0	8	83	0	3	1	0	31	0	11	0	11	0	2	39	0	3	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	445	494	340	182	21	24	0	92	4	142	0	6	0	6	1	0	4	32	21	37	27	31	15	0	2	0	10	0	0	0	0	14	0	11	0	0	1	6	1	7	46	0	11	87	0	2	1	0	5	0	9	0	10	0	2	52	0	8	1	0	0	0	4	2	2	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	376	487	428	208	22	30	0	63	6	149	0	5	0	9	0	0	5	73	27	23	29	29	13	0	12	0	5	0	0	0	0	15	0	12	0	0	6	5	0	2	71	0	24	92	0	3	0	0	5	0	29	0	8	0	2	52	0	10	1	0	2	4	12	4	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	346	537	375	210	26	25	0	81	5	156	0	7	0	6	0	0	6	83	38	37	12	31	18	0	46	0	27	0	0	0	0	17	0	14	0	0	4	6	0	2	50	0	7	76	0	4	0	0	15	0	307	0	11	0	3	59	0	2	0	0	2	0	10	5	1	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	331	410	400	265	20	27	0	63	2	119	0	5	0	10	0	0	6	82	36	53	22	44	19	0	97	0	9	0	0	0	0	18	0	19	0	0	1	5	0	2	25	0	7	57	0	4	0	0	6	0	19	0	2	0	2	47	0	0	1	0	2	1	0	2	2	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	365	241	311	210	33	24	0	71	4	108	0	3	0	5	0	0	3	71	57	58	21	41	27	0	84	0	4	0	0	0	0	30	0	54	0	0	7	6	0	4	9	0	6	34	0	2	1	0	10	0	24	0	6	0	4	49	0	2	1	0	2	0	5	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	455	258	290	106	64	39	0	110	4	105	0	6	0	3	0	0	7	76	62	48	14	19	32	0	29	0	4	0	0	0	0	20	0	63	0	0	6	8	0	1	1	0	8	35	0	11	0	0	14	0	21	0	2	0	3	28	0	1	1	0	2	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	420	246	255	344	69	27	0	131	3	99	0	1	0	6	1	0	6	31	70	24	40	24	35	0	40	0	7	0	0	0	0	35	0	87	0	0	5	6	0	6	3	0	5	40	0	5	0	0	6	0	18	0	9	0	14	40	2	2	1	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	655	245	711	262	53	27	0	176	5	138	0	1	0	5	0	0	6	57	50	36	45	31	24	0	47	0	4	0	1	0	0	24	0	51	0	0	11	4	0	1	2	0	5	42	0	5	0	0	8	0	15	0	3	0	14	35	0	3	1	0	3	0	2	4	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	911	230	802	315	45	26	0	168	3	107	0	10	1	30	0	0	9	32	40	35	14	29	19	0	12	0	7	0	5	0	1	32	0	39	0	0	14	7	0	4	3	0	12	16	0	6	0	0	9	0	10	0	10	0	8	29	0	5	1	0	5	5	4	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	888	243	1867	320	57	30	0	174	4	166	0	2	0	5	0	0	5	24	42	47	28	31	22	0	10	0	4	0	1	0	0	27	0	15	4	0	11	6	0	6	3	0	4	48	0	9	1	0	4	0	8	0	10	0	12	42	0	5	1	0	3	29	4	5	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1483	411	940	538	60	36	0	169	5	162	0	5	4	15	0	0	4	60	85	34	21	17	70	1	21	0	14	0	1	0	1	33	0	170	8	0	17	9	1	4	13	0	3	41	0	4	0	0	95	0	6	0	8	0	10	49	0	9	1	0	3	13	6	4	1	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	9	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1556	318	724	420	82	40	1	122	7	160	0	7	1	12	1	1	2	164	35	31	33	24	20	0	40	0	2	0	1	0	1	31	1	37	11	0	17	4	1	5	0	0	9	49	0	4	0	0	1	0	11	0	8	0	6	26	0	8	1	0	3	12	5	2	0	1	1	0	0	0	0	0	0	4	2	0	0	2	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1566	395	444	341	129	27	0	212	6	144	0	1	5	11	0	1	8	69	56	30	20	24	40	0	46	0	0	0	2	0	1	26	1	43	12	0	19	4	0	5	0	0	3	57	0	3	0	0	2	0	6	0	13	0	1	33	0	6	1	0	4	43	7	3	1	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	12	0	0	0	0	0	2	1	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1430	324	595	628	88	24	1	197	4	154	0	7	5	12	0	1	8	91	48	25	32	30	33	0	32	0	0	1	1	0	2	32	1	5	8	0	24	6	1	5	0	0	3	33	0	2	1	0	1	0	7	0	12	0	2	32	0	27	1	0	3	4	2	5	0	0	0	0	0	1	0	0	0	13	0	0	0	2	0	0	11	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1655	385	590	418	145	30	0	118	5	232	0	2	4	11	0	1	9	69	125	45	28	31	75	0	33	1	3	2	0	0	2	29	1	3	8	0	18	4	1	6	0	0	3	43	0	3	0	0	2	0	6	0	18	0	2	32	0	7	1	0	6	4	7	5	1	1	0	0	0	0	0	0	0	15	1	0	0	1	0	0	12	0	0	0	0	0	0	1	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1715	323	560	543	136	39	0	180	4	214	2	5	5	17	0	1	9	61	44	31	77	27	44	0	18	1	5	5	0	0	2	28	3	3	8	0	16	6	1	5	0	0	12	35	0	2	0	0	1	0	10	0	22	0	1	24	0	7	1	1	3	3	3	2	3	0	0	1	0	0	0	0	0	14	0	1	0	0	0	0	10	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1967	397	458	419	179	49	0	181	6	154	0	7	9	13	0	1	17	138	40	25	45	53	50	0	22	2	7	2	0	0	1	24	10	2	10	0	28	7	5	9	1	0	4	60	0	2	0	0	2	0	2	0	16	0	1	29	0	7	1	2	11	6	10	6	1	0	0	1	0	0	0	0	0	19	0	0	0	1	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1649	556	737	502	183	46	0	113	6	202	0	10	2	14	1	1	8	49	46	32	42	44	38	0	18	2	7	3	0	0	1	29	9	3	14	0	25	5	2	5	0	0	6	34	0	7	1	0	1	0	5	0	26	0	1	12	1	6	1	4	4	3	4	3	1	0	0	1	0	1	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1621	465	462	328	176	61	0	190	6	195	0	5	1	11	0	3	15	72	35	33	84	59	36	0	22	2	8	5	0	0	1	28	7	3	14	0	15	6	3	8	0	0	10	62	0	9	0	0	2	0	7	0	16	0	1	16	1	7	1	2	7	2	7	5	0	2	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1521	583	408	324	190	45	5	133	5	194	0	10	1	18	0	5	8	84	48	40	40	38	52	0	16	1	4	2	0	0	2	28	11	3	14	0	22	6	3	7	0	0	6	68	0	4	0	0	1	0	4	0	9	0	2	19	0	8	1	1	7	1	3	2	1	1	0	1	1	0	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1816	576	580	728	294	56	155	96	5	221	0	14	3	12	0	11	17	79	61	35	108	54	61	0	29	2	8	10	1	0	1	38	14	2	26	0	14	4	2	9	0	0	7	54	0	3	1	0	2	0	8	0	21	0	1	19	8	11	1	2	7	1	9	5	0	4	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1815	726	588	821	296	81	294	179	7	249	0	26	5	13	0	29	17	128	95	38	52	75	83	0	27	0	2	16	4	0	3	41	14	3	26	0	10	13	2	8	0	0	19	77	0	7	0	0	1	0	8	0	24	0	1	31	3	6	1	2	8	0	9	3	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1932	698	777	538	344	189	480	142	7	205	1	19	4	18	0	27	16	193	121	32	33	39	126	0	24	0	16	18	2	7	3	40	19	5	79	0	18	9	2	4	0	0	9	47	0	6	0	0	1	0	5	0	10	0	2	28	4	10	1	2	11	0	6	6	1	10	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1824	718	819	916	256	172	423	93	9	270	2	16	13	15	0	34	13	191	91	44	41	47	124	1	21	1	12	15	2	3	1	41	11	3	54	0	17	13	3	9	0	0	14	66	0	3	0	0	1	0	9	0	32	0	2	26	13	13	1	3	7	1	9	2	1	7	0	0	0	1	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1568	770	818	668	256	211	285	246	6	382	3	20	14	31	0	38	22	280	128	44	30	49	138	0	37	5	17	30	1	8	1	46	46	2	57	0	22	9	2	8	0	0	11	59	0	6	0	0	2	0	5	0	25	0	1	24	10	13	1	6	10	1	5	3	1	3	1	1	0	2	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1603	862	851	1869	422	220	358	129	6	383	0	21	15	22	0	18	17	347	135	59	112	49	187	2	28	1	8	20	2	2	3	45	25	2	32	0	25	22	5	12	0	0	10	55	0	8	0	0	1	0	9	0	20	0	1	23	8	23	1	2	9	0	6	3	1	7	0	0	0	4	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1524	845	782	1340	481	246	376	111	3	326	0	20	30	28	2	17	44	370	144	52	65	60	201	1	31	3	12	8	2	13	2	53	16	2	61	0	19	15	3	8	1	0	17	46	0	4	0	0	1	0	4	0	73	0	1	26	11	9	2	6	8	0	6	6	1	8	4	3	0	6	0	0	3	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1116	877	866	1270	475	420	335	106	8	352	4	30	21	23	7	36	61	342	244	96	48	50	189	2	45	6	20	7	3	12	4	46	18	1	102	1	22	18	3	11	0	0	13	49	0	5	1	0	3	0	11	0	32	0	1	23	11	17	2	6	14	0	6	3	1	8	1	1	0	5	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1080	900	917	1063	449	321	411	105	6	347	2	24	23	34	22	15	87	300	208	68	549	63	174	1	61	4	23	12	3	10	3	50	23	0	53	3	20	19	4	7	0	0	14	51	6	9	0	0	0	0	8	0	47	0	1	17	10	13	2	10	10	0	9	2	1	4	4	1	0	7	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	954	947	1059	1786	503	336	480	328	6	353	6	52	32	33	25	19	143	341	132	66	73	567	134	1	79	5	25	4	3	14	4	53	43	1	59	6	25	14	2	11	1	0	15	38	14	4	0	0	0	0	9	0	43	0	1	17	6	17	2	6	11	0	8	3	1	3	0	3	0	5	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1177	915	995	1462	449	397	614	126	10	337	13	54	45	33	33	15	121	390	176	46	153	55	198	1	56	5	20	4	4	11	3	242	36	0	58	5	32	12	2	11	0	0	18	40	12	10	1	0	0	0	10	0	50	0	3	24	10	15	3	6	12	27	7	6	2	4	0	29	0	4	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1115	932	1378	1880	447	536	377	123	6	358	107	94	38	47	22	13	111	65	178	58	104	55	199	1	70	3	23	5	8	35	5	38	29	2	53	5	31	19	6	20	0	0	17	27	14	3	1	0	1	0	13	0	58	0	3	22	10	12	6	5	12	0	4	3	2	4	0	5	0	6	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
