Congressional Record	1382	7202	19.19
Statistical Abstract	172	198	86.87
United States Reports	740	1347	54.94
Foreign Relations	1057	4305	24.55
Congressional Serial Set	21376	53279	40.12
Civil Rights Commission	922	2813	32.78
