Google	1290238
Internet Archive	23755
University of Michigan	3836
Texas A&M University	3366
Cornell University	2293
University of California, Berkeley	1654
Northwestern University	540
University of Missouri, Columbia	325
	311
University of Illinois at Urbana-Champaign	220
Yale University	128
Columbia University	96
University of Washington	46
Emory University	36
Boston College	18
The Getty Research Institute	15
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
