Y 4	86552	Congress
Y 3	27994	Congress
A 13	13012	Agriculture
Y 1	10340	Congress
NAS 1	10111	National Aeronautics and Space Administration
I 28	9555	Interior Department
C 3	8488	Commerce Department
HE 20	8426	Health and Human Services Department
D 101	7055	Defense Department
I 19	7014	Interior Department
A 1	6800	Agriculture
GA 1	6190	Government Accountability Office
S 1	4799	State Department
C 13	4235	Commerce Department
EP 1	3852	Environmental protection Agency
D 301	3674	Defense Department
ED 1	3161	Education Department
I 49	2861	Interior Department
S 9	2727	State Department
HH 10	2693	Housing and Urban Development Department
L 2	2667	Labor Department
C 55	2369	Commerce Department
I 29	2170	Interior Department
D 103	2005	Defense Department
E 1	1884	Energy Department
I 1	1669	Interior Department
A 57	1542	Agriculture
HH 1	1351	Housing and Urban Development Department
AE 2	1277	National Archives and Records Administration
PREX 3	1224	Executive Office of the President
A 17	1209	Agriculture
TD 2	1172	Transportation Department
FEM 1	1118	
J 1	1054	Justice Department
FS 5	1037	
C 22	1017	Commerce Department
J 28	993	Justice Department
C 61	899	Commerce Department
GS 4	874	General Services Administration
C 18	869	Commerce Department
SI 1	805	Smithsonian Institution
L 1	784	Labor Department
ITC 1	754	International Trade Commission
I 53	753	Interior Department
TD 1	739	Transportation Department
TD 4	723	Transportation Department
A 93	673	Agriculture
D 1	649	Defense Department
TC 1	622	
TD 8	619	Transportation Department
I 27	609	Interior Department
SBA 1	605	Small Business Administration
D 5	601	Defense Department
T 22	592	Treasury Department
Y 10	588	Congress
VA 1	576	Veterans Affairs Department
HE 19	536	Health and Human Services Department
TD 7	533	Transportation Department
C 1	532	Commerce Department
J 26	529	Justice Department
C 56	468	Commerce Department
J 32	463	Justice Department
TD 5	457	Transportation Department
CR 1	453	Civil Rights Commission
PM 1	449	Personnel Management Office
J 29	431	Justice Department
HE 1	427	Health and Human Services Department
L 37	424	Labor Department
L 13	413	Labor Department
FS 2	413	
D 114	412	Defense Department
D 207	408	Defense Department
HE 23	407	Health and Human Services Department
LC 1	384	Library of Congress
D 214	351	Defense Department
NS 1	350	National Science Foundation
L 35	345	Labor Department
SI 3	312	Smithsonian Institution
C 4	312	Commerce Department
L 38	312	Labor Department
ER 1	310	
L 36	307	Labor Department
PREX 1	305	Executive Office of the President
D 206	304	Defense Department
HE 22	290	Health and Human Services Department
EP 2	285	Environmental protection Agency
AE 1	283	National Archives and Records Administration
D 201	282	Defense Department
A 77	281	Agriculture
LC 14	278	Library of Congress
CS 1	278	
E 3	273	Energy Department
HE 3	269	Health and Human Services Department
C 57	261	Commerce Department
C 30	250	Commerce Department
FT 1	245	Federal Trade Commission
P 1	237	United States Postal Service
T 17	234	Treasury Department
PR 32	234	President of the United States
C 46	233	Commerce Department
A 4	224	Agriculture
FR 1	222	Federal Reserve System Board of Governors
A 88	221	Agriculture
PREX 2	213	Executive Office of the President
JU 13	211	Judiciary
C 41	208	Commerce Department
I 20	207	Interior Department
T 1	202	Treasury Department
EP 5	199	Environmental protection Agency
A 105	195	Agriculture
L 29	193	Labor Department
PR 40	191	President of the United States
A 92	189	Agriculture
S 18	184	State Department
LC 19	181	Library of Congress
C 31	180	Commerce Department
L 16	176	Labor Department
FW 4	175	
C 51	175	Commerce Department
HE 5	170	Health and Human Services Department
FS 14	168	
A 98	168	Agriculture
D 208	166	Defense Department
A 36	165	Agriculture
PE 1	164	Peace Corps
A 10	160	Agriculture
IC 1	157	Interstate Commerce Commission
FS 3	155	
C 42	153	Commerce Department
NF 3	153	National Foundation on the Arts and the Humanities
SSA 1	151	Social Security Administration
A 67	151	Agriculture
C 21	148	Commerce Department
TD 3	148	Transportation Department
I 16	140	Interior Department
A 101	139	Agriculture
FS 13	138	
HE 17	135	Health and Human Services Department
LC 3	130	Library of Congress
NF 2	129	National Foundation on the Arts and the Humanities
GS 1	129	General Services Administration
J 24	127	Justice Department
LC 30	127	Library of Congress
AA 1	125	
C 39	125	Commerce Department
A 9	124	Agriculture
I 72	124	Interior Department
D 7	122	Defense Department
C 59	122	Commerce Department
W 1	121	
PR 42	120	President of the United States
C 47	120	Commerce Department
EP 6	117	Environmental protection Agency
C 60	116	Commerce Department
E 2	115	Energy Department
D 305	114	Defense Department
A 5	114	Agriculture
EP 4	108	Environmental protection Agency
GP 3	107	Government Printing Office
D 2	106	Defense Department
J 21	106	Justice Department
T 70	104	Treasury Department
PR 36	104	President of the United States
D 217	100	Defense Department
A 56	100	Agriculture
FE 1	99	
JU 10	99	Judiciary
PR 37	97	President of the United States
FS 17	95	
D 210	95	Defense Department
D 209	94	Defense Department
A 19	92	Agriculture
A 82	92	Agriculture
Y 7	91	Congress
PR 39	87	President of the United States
T 63	86	Treasury Department
EP 7	84	Environmental protection Agency
PREX 26	82	Executive Office of the President
PREX 14	81	Executive Office of the President
L 5	80	Labor Department
SE 1	79	Securities and Exchange Commission
SI 8	78	Smithsonian Institution
CC 1	75	Federal Communications Commission
PRVP 42	73	Vice President of the United States
MS 1	72	Merit Systems Protection Board
A 106	72	Agriculture
I 70	72	Interior Department
CSA 1	71	
D 105	70	Defense Department
A 110	69	Agriculture
D 104	67	Defense Department
I 33	66	Interior Department
NMB 1	65	National Mediation Board
LR 1	65	National Labor Relations Board
D 12	64	Defense Department
HS 5	62	Homeland Security
AC 1	62	
J 16	61	Justice Department
SI 6	61	Smithsonian Institution
FP 1	60	
C 6	59	Commerce Department
A 62	58	Agriculture
D 211	58	Defense Department
GP 1	57	Government Printing Office
D 110	56	Defense Department
L 7	56	Labor Department
PREX 10	56	Executive Office of the President
I 69	56	Interior Department
C 52	55	Commerce Department
GS 2	55	General Services Administration
NCU 1	55	National Credit Union Administration
SI 2	54	Smithsonian Institution
I 66	54	Interior Department
C 40	51	Commerce Department
C 37	51	Commerce Department
TD 11	49	Transportation Department
D 14	49	Defense Department
J 34	47	Justice Department
HE 24	46	Health and Human Services Department
TD 10	46	Transportation Department
IA 1	45	
LC 26	45	Library of Congress
PREX 23	44	Executive Office of the President
PR 41	44	President of the United States
A 68	43	Agriculture
T 12	43	Treasury Department
E 4	42	Energy Department
D 15	41	Defense Department
S 5	41	State Department
E 6	40	Energy Department
A 43	40	Agriculture
I 67	39	Interior Department
PREX 8	39	Executive Office of the President
LC 39	39	Library of Congress
A 7	37	Agriculture
A 21	37	Agriculture
PR 43	35	President of the United States
EP 3	34	Environmental protection Agency
GS 12	34	General Services Administration
D 102	34	Defense Department
T 66	33	Treasury Department
PR 33	33	President of the United States
HE 21	33	Health and Human Services Department
D 221	32	Defense Department
PREX 9	32	Executive Office of the President
LC 2	32	Library of Congress
L 40	31	Labor Department
CAB 1	31	
PR 34	31	President of the United States
N 6	30	
T 27	30	Treasury Department
W 7	30	
PREX 22	30	Executive Office of the President
FCA 1	30	Farm Credit Administration
PR 35	29	President of the United States
GS 6	29	General Services Administration
RR 1	29	Railroad Retirement Board
A 112	28	Agriculture
J 25	28	Justice Department
A 107	28	Agriculture
D 213	28	Defense Department
E 5	28	Energy Department
SI 11	28	Smithsonian Institution
W 3	27	
D 202	27	Defense Department
A 109	27	Agriculture
LC 4	27	Library of Congress
A 103	26	Agriculture
C 58	26	Commerce Department
SI 13	26	Smithsonian Institution
W 49	25	
A 94	25	Agriculture
W 109	25	
PREX 7	25	Executive Office of the President
D 119	25	Defense Department
T 28	25	Treasury Department
S 19	24	State Department
HE 25	24	Health and Human Services Department
LC 33	24	Library of Congress
A 104	23	Agriculture
HS 1	23	Homeland Security
L 22	23	Labor Department
