Public Domain	1153774
In Copyright	137741
Public Domain only when viewed in US	16240
Undetermined	15642
Public Domain but access limited due to privacy concerns	1305
In copyright and permitted as world viewable by the copyright holder	674
Creative Commons Attribution 4.0 International license	655
Creative Commons Zero license (implies pd)	260
Creative Commons Attribution-ShareAlike 4.0 International license	133
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	127
available to nobody; blocked for all users	89
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	61
Creative Commons Attribution-NonCommercial 4.0 International license	50
out-of-print (implies in-copyright)	40
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
In copyright in the US	32
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
