Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	CR	PM	JU	W	NS	ER	NF	CS	FT	P	FR	FW	GP	PE	IC	SSA	AA	HS	FE	N	SE	MS	PRVP	CC	LR	CSA	FP	NMB	AC	NCU	IA	NA	CAB	M	FCA	RR	FAA	NC	FHL	MC	FMC	MN	LGA	H	ID	NHA	CZ	FL	FA	FO	B	DC	PA	OP	CA	Z	SS	X	FCD	U	FM	SB	AR	G	ES	NASA	ICA	F	DP	CNF	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1979	4907	1955	1072	2954	634	1391	487	470	127	398	735	480	922	358	91	609	190	53	402	290	72	149	247	260	89	6	61	28	15	87	83	60	1	61	14	13	13	41	28	47	0	55	1	48	13	9	4	8	0	27	1	0	37	15	54	3	10	14	10	2	3	37	0	5	4	1	0	5	0	4	0	0	1	0	0	9	0	0	0	0	0	0	2	0	0	0	49	0	0	3	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5649	2349	1187	3262	644	1102	478	434	118	566	813	552	230	346	256	699	234	7	283	256	60	195	426	359	140	7	55	45	28	73	66	87	2	80	3	13	6	38	48	34	0	53	5	28	8	46	4	13	0	114	9	0	52	8	56	2	7	21	7	3	0	104	0	2	4	0	0	15	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	49	0	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4852	2221	2993	2420	813	1024	457	435	131	352	287	372	50	249	285	406	406	113	157	306	92	198	290	372	64	73	6	13	22	87	62	74	1	64	8	24	5	19	34	46	0	50	15	33	8	6	2	14	1	30	15	0	46	13	6	2	7	7	2	4	0	50	0	2	2	1	2	18	0	5	0	0	0	0	0	5	0	2	0	0	0	0	2	0	0	0	45	0	0	3	0	0	0	0	9	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4551	1684	1424	2036	825	789	492	381	105	331	62	373	50	211	245	423	237	2	117	283	67	197	564	331	84	87	14	66	69	101	49	80	4	74	9	13	3	22	23	43	0	122	8	15	8	25	1	10	0	22	25	0	41	18	0	3	8	16	5	3	1	42	0	3	2	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	0	1	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3741	1665	2723	3048	1019	690	384	421	129	387	101	292	81	215	221	434	157	11	106	337	100	166	235	342	182	141	9	20	35	97	54	70	0	70	6	13	3	19	32	44	0	67	12	12	8	6	1	12	0	26	18	0	20	13	0	3	3	7	1	11	2	36	0	2	4	0	0	12	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4539	1789	2642	3250	973	873	489	461	149	544	138	296	37	347	300	321	203	10	136	333	80	264	210	403	102	164	9	73	95	36	35	69	0	66	4	23	2	29	30	40	0	72	64	21	8	8	0	9	1	31	17	0	31	20	0	3	8	6	0	19	2	146	0	0	1	0	0	12	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3567	2204	1306	2818	1149	856	411	825	224	518	135	383	44	241	270	323	170	12	141	341	79	218	236	303	65	110	13	16	100	23	43	88	0	91	4	38	4	13	78	56	1	56	29	15	8	13	2	11	0	27	15	0	17	25	0	3	5	15	3	24	1	0	0	4	2	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	29	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4308	2003	1195	2367	810	852	333	559	264	545	70	248	18	247	285	282	189	4	131	417	80	255	208	277	86	72	5	38	76	20	34	48	0	76	5	29	3	23	63	53	0	59	17	285	8	7	1	11	0	33	3	2	467	24	0	2	3	13	1	12	0	0	0	6	1	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	3669	1544	1379	2732	1126	926	381	464	365	759	53	171	48	210	287	188	213	4	100	447	87	200	201	286	67	82	18	49	68	5	26	64	0	205	6	32	2	11	44	51	0	55	4	18	11	5	4	11	0	36	8	0	59	15	0	2	1	7	4	15	0	0	0	13	2	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	24	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	4521	1362	1240	2393	928	763	394	397	384	882	66	213	32	322	246	146	225	0	82	413	89	293	193	288	67	55	11	43	55	6	34	56	0	94	6	45	3	5	34	45	0	45	9	22	9	8	3	12	0	50	6	3	44	14	0	3	1	12	7	15	0	0	0	14	1	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	35	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3394	1635	1481	2967	783	891	289	727	441	1014	143	169	22	218	241	174	260	11	37	379	51	285	211	295	48	52	19	103	119	8	48	56	0	95	4	31	2	14	35	55	5	67	4	13	9	5	3	12	0	44	8	0	58	16	0	6	0	8	4	16	0	0	0	2	4	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	3749	2069	1432	2186	1130	685	308	369	583	962	252	218	32	223	330	187	273	5	67	443	51	322	179	278	45	81	90	41	88	11	48	66	0	73	1	41	0	13	20	49	0	74	5	16	10	15	10	10	0	36	7	0	34	13	0	1	1	11	3	19	0	0	0	3	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	2922	1343	1220	2046	1257	610	337	338	535	1089	188	181	90	190	374	159	289	7	85	362	60	293	173	278	54	89	39	40	68	2	34	62	0	63	0	24	0	11	25	63	0	86	1	10	12	8	13	12	0	33	4	0	63	18	0	2	1	0	2	21	0	0	0	3	7	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3263	1231	1011	1986	1281	814	317	396	922	808	185	239	68	262	390	166	463	2	51	476	51	272	201	296	82	27	2	70	43	6	40	55	0	96	0	38	0	16	64	48	0	105	3	16	10	11	9	14	0	59	10	0	43	20	0	0	1	8	5	79	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	1	0	0	0	0	0	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2386	1172	942	2451	813	759	97	670	630	781	111	226	56	290	332	142	402	1	43	450	46	235	152	300	113	25	3	24	35	8	36	63	0	75	0	37	0	11	15	52	0	75	1	16	8	19	12	14	0	47	5	34	37	10	0	0	0	4	1	7	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	2796	935	749	1747	736	794	108	387	299	680	110	207	72	266	320	158	380	1	13	489	44	252	209	310	57	43	3	13	20	4	43	40	0	73	0	48	0	15	17	60	0	98	1	22	11	3	17	14	0	79	0	36	60	10	0	0	1	5	0	10	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	2454	935	1046	1700	634	883	724	263	261	600	177	221	92	278	410	192	437	2	10	458	54	254	131	334	55	33	2	14	14	8	60	40	0	83	0	38	0	15	14	69	0	85	2	698	20	0	20	14	1	79	3	15	60	23	0	0	1	8	0	6	0	0	0	5	4	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	33	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
1996	2445	741	1366	1584	531	933	46	324	205	599	44	269	162	309	382	73	400	1	14	521	38	239	133	349	61	19	2	12	19	9	12	47	0	181	0	43	0	33	14	72	0	27	9	0	27	0	18	15	0	79	2	14	103	19	0	0	2	6	2	7	0	0	0	7	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3012	865	1088	1599	568	798	36	279	294	529	75	240	99	467	522	71	227	6	13	463	36	269	128	340	70	24	2	3	25	8	40	59	0	50	0	30	0	18	12	61	0	20	20	1	48	0	21	12	0	70	3	21	96	25	0	0	2	0	1	8	0	0	0	7	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3010	702	1079	1230	568	883	38	371	323	523	91	187	115	352	482	62	210	0	34	487	40	239	106	326	69	30	2	21	11	7	34	58	0	49	0	26	0	39	15	59	0	25	2	0	31	0	21	11	0	58	6	4	90	345	0	0	1	8	3	10	0	0	0	5	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3118	994	5016	2281	564	789	54	475	295	605	104	267	130	290	432	86	286	3	75	520	413	275	177	372	70	28	3	40	6	10	28	50	0	15	0	32	17	193	31	56	2	29	2	0	43	5	18	15	0	80	3	4	97	25	0	0	5	0	4	6	0	9	0	3	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3297	582	934	884	499	727	65	168	107	453	61	130	34	382	330	51	179	2	43	392	20	248	80	293	61	19	2	19	12	20	22	65	0	23	0	35	0	4	19	74	0	45	1	0	46	0	23	17	0	81	2	3	97	17	0	0	2	4	6	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2434	498	713	650	352	398	23	42	38	332	28	138	14	238	151	17	169	1	30	253	25	225	78	245	34	16	0	11	6	6	16	46	0	25	0	12	0	3	5	40	0	30	0	0	26	0	27	8	0	18	8	0	76	70	0	0	1	0	2	6	0	0	0	2	4	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2873	458	559	610	276	333	26	43	32	289	45	104	17	153	153	16	154	3	32	242	23	168	81	228	42	9	0	13	10	13	9	42	0	23	0	6	0	7	6	56	0	23	5	0	26	0	30	0	1	19	0	0	79	6	0	0	1	0	4	7	0	0	0	1	9	0	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3373	411	649	548	287	282	18	31	10	283	31	101	25	90	103	14	133	5	14	267	18	187	92	255	48	7	1	1	15	1	9	35	0	50	0	11	0	2	3	57	0	22	0	0	19	0	70	0	0	19	4	0	62	20	0	0	2	0	2	6	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2755	676	480	325	247	254	15	18	12	192	18	74	16	93	69	9	92	34	3	292	11	107	57	279	30	4	0	1	10	0	4	329	0	10	0	8	0	2	2	73	0	36	1	0	19	0	27	0	0	22	1	0	37	20	0	0	0	0	0	8	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2310	279	212	218	184	154	8	10	12	176	4	29	4	28	50	7	52	0	3	272	9	43	57	261	44	16	0	0	5	0	4	15	0	6	0	8	0	5	2	655	0	3	3	0	14	0	21	0	0	10	1	0	26	21	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2852	304	160	249	183	157	2	32	2	168	15	15	12	34	51	27	59	0	0	273	6	48	53	233	27	13	0	0	7	0	1	19	0	5	0	4	0	0	0	56	0	5	5	0	19	0	14	19	0	17	1	0	21	18	0	0	0	0	1	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2601	216	150	303	322	219	6	10	2	696	9	27	6	26	45	10	59	0	0	88	6	52	61	67	33	13	0	0	9	2	0	15	0	0	0	12	0	1	0	58	0	3	0	0	12	0	7	0	0	11	0	0	30	24	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2085	137	142	220	205	104	7	24	2	25	7	39	0	25	40	5	54	0	0	225	4	60	19	144	18	13	0	0	10	2	3	15	0	0	0	6	0	0	0	100	0	6	201	0	12	0	19	0	0	22	0	0	26	8	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2819	101	332	202	208	180	5	11	0	22	0	29	4	26	13	3	41	0	3	716	11	17	30	685	18	14	1	0	7	0	3	33	0	0	0	4	0	0	0	39	0	3	1	0	11	0	21	0	0	16	0	1	24	11	0	0	0	0	1	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2236	68	97	90	161	114	14	8	0	8	1	22	0	25	18	2	26	0	0	76	8	13	24	58	13	8	0	3	9	2	0	28	0	0	0	3	0	0	0	2	0	7	0	0	9	0	14	0	0	12	0	0	63	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1403	42	66	48	138	58	8	6	0	9	0	13	4	17	26	3	19	0	0	59	6	4	27	54	17	7	0	0	5	0	2	12	0	0	0	3	0	0	0	2	0	2	0	0	11	0	7	0	0	8	0	0	65	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1080	42	28	49	74	135	6	4	0	5	2	12	1	8	16	3	18	0	0	493	3	1	11	272	13	11	0	0	2	0	1	4	0	0	0	2	0	0	0	2	0	1	0	0	8	0	5	0	0	7	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	620	18	21	30	56	43	2	2	0	2	2	5	2	1	12	0	20	0	0	724	5	1	11	458	9	6	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	1	0	0	2	0	3	0	0	8	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	377	5	3	16	21	39	2	1	0	0	0	0	1	0	8	0	17	0	0	278	3	1	3	248	8	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	6	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	14	2	0	6	15	24	0	1	0	0	0	0	2	0	10	0	9	0	0	217	0	3	1	217	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	1	2	6	3	0	0	0	0	0	0	0	0	2	0	3	0	0	184	1	3	1	184	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
