Public Domain	1133776
In Copyright	120726
Public Domain only when viewed in US	38532
Undetermined	15055
Public Domain but access limited due to privacy concerns	1416
In copyright and permitted as world viewable by the copyright holder	672
Creative Commons Attribution 4.0 International license	665
Creative Commons Zero license (implies pd)	285
Creative Commons Attribution-ShareAlike 4.0 International license	138
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	134
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	124
available to nobody; blocked for all users	89
In copyright in the US	83
Creative Commons Attribution-NonCommercial 4.0 International license	73
out-of-print (implies in-copyright)	44
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	5
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
