Google	1271508
Internet Archive	24404
Texas A&M University	4282
University of Michigan	3878
University of California, Berkeley	3274
Cornell University	2065
State University System of Florida	723
Northwestern University	557
University of Missouri, Columbia	341
	236
University of Illinois at Urbana-Champaign	208
Yale University	153
Columbia University	113
University of Washington	52
Emory University	38
The Getty Research Institute	16
Boston College	16
University of Delaware	2
University of Maryland	1
McGill University	1
