Congressional Record	1770	7290	24.28
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1070	4328	24.72
Congressional Serial Set	21401	53376	40.09
Civil Rights Commission	942	2822	33.38
