Year	Y	A	I	D	C	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	FS	PREX	FEM	AE	SI	LC	T	GS	PR	ITC	TC	SBA	VA	PM	CR	W	ER	NS	JU	NF	CS	P	FT	FW	FR	IC	GP	PE	AA	SSA	N	HS	FE	MS	SE	CC	PRVP	LR	CSA	FP	NMB	AC	NCU	IA	M	NA	FAA	FCA	CAB	RR	NC	FHL	FCD	MC	PA	FO	MN	H	ID	FMC	FA	F	DC	LGA	NHA	FL	B	CZ	CA	Z	SS	OP	SB	X	U	FM	AR	G	GB	ES	NASA	ICA	DP	II	OTP	CNF	RNB	OCM	FC	FF	ZWA	OED	ASU	R	OYD	VC	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	VE	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	HD	TA	TS	GAO	FTZ	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
2006	2926	319	178	223	276	173	2	32	2	190	15	15	12	38	52	27	0	61	0	283	7	53	49	242	27	13	0	0	8	1	0	0	0	5	33	4	0	0	0	0	56	0	5	5	0	19	0	14	19	1	18	93	0	18	0	0	0	0	1	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2648	218	167	377	328	232	6	10	2	1005	9	27	6	26	45	11	0	62	0	91	8	61	54	70	37	13	0	0	14	0	2	0	0	0	26	12	0	0	1	0	58	0	3	0	0	14	0	7	0	0	11	98	0	25	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2144	141	155	228	246	115	7	25	2	25	7	40	0	25	39	6	0	66	0	228	4	19	60	147	18	13	0	0	16	3	2	0	0	1	21	6	0	0	0	0	105	0	6	201	0	12	0	19	0	0	22	102	0	8	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2905	107	360	225	236	218	6	12	0	32	0	29	4	26	13	3	0	43	3	720	13	30	19	689	18	15	2	0	9	3	0	0	0	0	35	4	0	0	0	0	40	0	3	1	0	13	0	21	0	0	16	76	1	11	0	0	0	0	1	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2271	73	117	178	105	119	16	8	0	8	1	22	0	25	18	2	0	28	0	83	8	25	16	65	13	8	0	3	12	0	2	0	0	0	30	3	0	0	0	0	2	0	9	0	0	9	0	14	0	0	12	88	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1405	51	104	150	66	63	8	6	0	11	0	13	4	17	26	3	0	22	0	65	12	27	6	60	17	7	0	0	7	2	0	0	0	0	12	3	0	0	0	0	3	0	2	0	0	13	0	7	0	0	8	79	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1085	44	57	93	63	136	6	5	0	6	2	12	1	8	16	3	0	22	0	497	8	11	1	275	13	11	0	0	2	1	0	0	0	0	4	2	0	0	0	0	3	0	1	0	0	10	0	6	0	0	7	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	623	18	61	74	42	43	3	2	0	3	2	5	2	1	12	1	0	23	0	774	6	17	1	503	9	7	0	0	1	0	0	0	0	0	5	2	0	0	0	0	5	0	1	0	0	3	1	3	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	377	5	24	32	23	39	2	1	0	0	0	1	1	0	8	1	0	18	0	282	4	3	2	250	8	4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	16	2	0	35	7	24	1	1	0	0	0	0	2	0	10	1	0	9	0	224	0	1	4	224	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	1	19	3	4	0	0	0	0	0	0	1	0	2	1	0	3	0	185	1	1	3	185	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
