Public Domain	1115870
In Copyright	154856
Undetermined	19019
Public Domain only when viewed in US	17230
Public Domain but access limited due to privacy concerns	1305
Creative Commons Attribution 4.0 International license	741
In copyright and permitted as world viewable by the copyright holder	683
Creative Commons Zero license (implies pd)	284
Creative Commons Attribution-ShareAlike 4.0 International license	129
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	127
available to nobody; blocked for all users	88
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	63
In copyright in the US	38
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
Creative Commons Attribution-NonCommercial 4.0 International license	32
out-of-print (implies in-copyright)	26
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
