1789	10
1790	15
1791	15
1792	9
1793	17
1794	10
1795	8
1796	20
1797	14
1798	15
1799	22
1800	15
1801	15
1802	20
1803	22
1804	21
1805	23
1806	28
1807	30
1808	44
1809	26
1810	37
1811	26
1812	53
1813	43
1814	52
1815	56
1816	33
1817	46
1818	29
1819	92
1820	39
1821	34
1822	40
1823	47
1824	80
1825	66
1826	57
1827	49
1828	75
1829	52
1830	126
1831	65
1832	165
1833	70
1834	258
1835	84
1836	111
1837	317
1838	114
1839	69
1840	97
1841	124
1842	85
1843	64
1844	100
1845	153
1846	119
1847	111
1848	208
1849	110
1850	257
1851	191
1852	263
1853	259
1854	348
1855	208
1856	526
1857	279
1858	301
1859	271
1860	326
1861	484
1862	423
1863	392
1864	425
1865	374
1866	439
1867	396
1868	482
1869	470
1870	487
1871	555
1872	736
1873	634
1874	646
1875	456
1876	562
1877	602
1878	512
1879	641
1880	652
1881	605
1882	747
1883	824
1884	814
1885	943
1886	1143
1887	834
1888	914
1889	1015
1890	907
1891	1030
1892	1467
1893	1646
1894	1949
1895	1608
1896	1487
1897	1294
1898	1576
1899	1772
1900	2094
1901	2974
1902	2093
1903	1899
1904	1905
1905	2247
1906	2659
1907	2585
1908	2494
1909	3228
1910	2845
1911	3407
1912	3347
1913	4154
1914	3444
1915	3369
1916	4101
1917	4424
1918	4254
1919	4620
1920	3886
1921	3323
1922	4294
1923	2736
1924	2653
1925	2764
1926	2667
1927	2963
1928	2784
1929	5266
1930	3167
1931	3637
1932	3248
1933	3627
1934	4044
1935	4319
1936	3417
1937	4217
1938	4647
1939	4953
1940	5323
1941	6326
1942	5200
1943	4410
1944	4386
1945	4689
1946	5789
1947	6765
1948	6984
1949	8340
1950	7081
1951	6754
1952	7302
1953	7202
1954	7632
1955	7819
1956	7979
1957	8140
1958	8763
1959	10046
1960	11144
1961	11747
1962	12127
1963	13052
1964	14379
1965	13822
1966	13970
1967	13827
1968	14891
1969	14881
1970	15274
1971	16513
1972	18353
1973	18325
1974	19607
1975	22214
1976	26556
1977	27092
1978	26809
1979	27077
1980	27827
1981	25924
1982	21022
1983	21617
1984	22762
1985	21056
1986	20990
1987	20378
1988	20246
1989	21019
1990	21036
1991	18815
1992	19546
1993	18262
1994	16933
1995	18242
1996	16379
1997	15998
1998	15814
1999	36862
2000	13918
2001	10591
2002	10427
2003	10228
2004	9235
2005	7266
2006	6727
2007	7763
2008	5230
2009	6064
2010	4151
2011	2509
2012	1825
2013	1169
2014	558
2015	76
2016	18
