Congressional Record	1370	7200	19.03
Statistical Abstract	166	198	83.84
United States Reports	736	1344	54.76
Foreign Relations	1050	4268	24.6
Congressional Serial Set	21373	53080	40.27
Civil Rights Commission	902	2795	32.27
Economic Report Of The President	60	240	25.0
