Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	T	LC	SI	FEM	GS	PR	ITC	TC	SBA	VA	PM	CR	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	PRVP	SE	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	FCA	RR	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	NHA	B	FO	PA	SS	OP	X	FCD	FM	CA	Z	AR	ES	U	NASA	F	DP	CNF	SB	G	GB	II	ICA	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1955	1931	374	456	410	174	47	0	179	6	152	0	7	9	13	0	1	17	132	40	25	45	52	0	50	22	2	7	2	0	1	0	24	10	0	10	0	27	7	5	6	1	0	4	60	0	2	0	0	2	0	0	2	16	0	1	27	0	6	1	2	11	10	6	1	6	0	0	1	0	0	0	0	0	0	0	0	17	1	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1601	544	729	499	178	45	0	108	6	200	0	10	1	14	1	1	8	46	46	32	42	40	0	38	19	2	7	3	0	1	0	29	8	0	14	0	24	4	2	5	0	0	6	34	0	7	1	0	1	0	0	5	26	0	1	10	1	6	1	4	4	4	3	1	3	0	0	1	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1545	448	462	323	174	58	0	188	6	193	0	3	1	11	0	3	15	69	35	33	84	54	0	36	24	2	8	5	0	1	0	28	7	0	14	0	14	5	3	8	0	0	10	62	0	9	0	0	2	0	0	7	16	0	1	14	1	7	1	2	7	7	5	0	2	0	1	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1459	553	404	325	190	41	5	127	5	193	0	10	1	18	0	5	8	79	48	38	40	38	0	52	16	1	4	2	0	2	0	28	11	0	14	0	21	5	3	7	0	0	6	68	0	4	0	0	1	0	0	4	9	0	2	19	0	8	1	1	7	3	2	1	1	0	1	1	1	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1784	553	579	727	293	55	155	93	5	219	0	12	3	11	0	11	17	75	59	35	106	52	0	60	29	2	8	10	1	1	0	38	9	0	26	0	13	3	2	9	0	0	7	54	0	3	1	0	2	0	0	8	21	0	1	19	8	9	1	2	7	9	5	0	1	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1783	690	585	794	296	78	294	177	7	243	0	24	5	12	0	29	17	121	93	38	52	64	0	82	27	0	2	16	4	3	0	41	15	0	26	0	10	12	2	8	0	0	19	77	0	7	0	0	1	0	0	7	24	0	1	31	3	6	1	2	8	7	3	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1889	659	778	540	338	188	480	139	7	203	1	16	4	16	0	27	16	191	121	32	33	38	0	126	24	0	16	18	2	3	7	40	19	2	79	0	17	7	2	4	0	0	9	47	0	6	0	0	1	0	0	5	10	0	2	28	4	10	1	2	11	6	6	1	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1756	681	821	915	252	170	423	96	9	267	2	16	13	15	0	34	12	190	91	44	41	47	1	124	24	1	12	15	2	1	3	41	11	0	54	0	17	12	3	9	0	0	14	66	0	3	0	0	1	0	0	9	32	0	2	26	13	11	1	3	7	9	2	1	1	0	7	0	0	1	0	0	0	0	0	0	6	3	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1513	735	820	665	255	210	284	239	6	379	3	20	14	30	0	38	22	265	126	44	30	49	0	137	40	5	17	30	1	1	8	46	46	0	57	0	22	8	2	8	0	0	11	59	0	6	0	0	2	0	0	5	25	0	1	24	9	12	1	6	10	5	3	1	1	1	3	1	0	2	0	0	0	1	0	0	13	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1583	842	851	2055	411	220	357	126	6	379	0	21	15	21	0	16	17	317	135	59	112	48	2	185	28	1	8	20	2	3	2	45	25	0	32	0	24	19	5	10	0	0	10	54	0	8	0	0	1	0	0	9	20	0	1	23	8	22	1	2	9	6	3	1	0	0	5	0	0	4	0	0	0	0	0	0	11	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1488	817	763	1307	465	244	378	108	3	323	0	20	25	28	2	17	43	341	144	52	65	63	1	201	32	3	12	8	1	2	12	53	16	0	61	0	19	15	3	8	1	0	15	46	0	4	0	0	1	0	0	4	73	0	1	25	10	8	2	6	8	6	6	1	0	4	6	2	0	6	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1068	857	847	1283	467	416	337	102	8	344	4	30	21	23	7	36	53	314	243	96	46	51	2	188	37	6	20	7	3	4	15	46	18	0	102	1	22	15	3	11	0	0	13	49	0	5	1	0	3	0	0	11	32	0	1	23	10	14	2	6	14	6	3	1	0	1	8	1	0	5	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1057	872	893	1054	443	317	412	99	6	346	2	22	22	30	22	15	84	283	207	68	546	65	1	173	61	4	23	12	3	3	14	50	23	0	53	3	20	18	4	7	0	0	14	51	6	9	0	0	0	0	0	8	47	0	1	17	10	13	2	10	10	9	2	1	0	6	4	1	0	7	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	886	934	1041	1803	502	329	477	327	6	344	6	50	26	28	25	19	141	322	130	66	73	564	1	132	75	5	25	4	2	4	18	52	41	0	59	6	25	13	2	11	1	0	15	38	14	4	0	0	0	0	0	7	43	0	1	17	6	15	2	6	11	8	3	1	0	0	3	2	0	5	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1137	882	975	1466	446	384	607	120	10	340	11	52	43	33	32	15	115	355	175	46	152	51	1	197	67	5	20	6	4	3	12	242	27	0	58	5	32	12	2	11	0	0	18	40	12	10	1	0	0	0	0	10	48	0	3	24	9	13	3	6	12	7	6	2	27	0	4	29	0	4	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1066	917	1337	1868	450	508	373	110	6	365	100	72	38	48	20	13	107	66	176	57	103	52	1	193	62	3	23	5	7	5	22	38	17	0	53	5	31	19	6	18	0	0	17	27	14	3	1	0	1	0	0	9	58	0	3	22	9	12	6	5	12	4	3	2	0	0	4	5	0	6	0	0	0	0	0	0	7	1	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1971	1306	1052	1359	1588	510	591	372	127	30	335	342	123	71	61	25	13	162	65	194	65	67	544	0	206	73	5	77	6	9	4	40	54	21	0	84	1	38	22	4	19	0	0	13	33	25	8	0	0	1	0	0	10	50	0	2	22	7	14	5	4	6	5	6	2	0	0	5	3	0	5	0	0	0	0	0	0	6	1	0	0	0	0	0	0	10	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1465	1061	939	2183	528	563	218	127	84	415	324	122	59	130	24	12	146	50	187	72	470	49	5	227	81	3	45	7	18	4	28	52	34	0	69	7	39	15	2	13	0	0	14	47	13	4	0	0	1	0	0	16	52	0	2	20	5	15	8	2	8	5	2	1	0	1	6	3	0	4	0	0	0	0	0	0	6	2	0	0	0	0	0	0	29	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2732	1104	881	2097	467	571	154	133	93	317	190	92	107	119	27	18	128	61	182	84	124	40	2	180	62	3	58	7	7	6	23	54	21	0	65	14	42	8	3	17	0	0	17	25	11	12	1	0	1	0	0	52	56	7	1	26	6	18	5	3	9	8	5	0	0	0	3	3	0	5	0	0	1	0	0	0	5	3	0	0	0	0	0	1	31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2977	1176	1016	1846	462	606	312	116	104	462	234	156	56	103	31	32	118	28	210	101	388	58	5	212	60	1	55	4	2	6	23	49	32	0	127	18	38	19	6	17	0	0	13	73	12	9	2	7	0	0	0	20	54	1	2	22	8	22	6	2	11	9	0	1	0	2	4	3	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	2	22	0	4	0	0	0	0	0	3	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4421	1511	854	2216	608	877	316	167	291	547	228	222	79	141	68	52	99	22	189	141	170	83	2	194	52	4	43	12	8	10	38	55	55	0	146	15	45	27	2	13	0	0	15	49	9	13	6	47	1	0	0	22	59	2	3	26	8	26	10	4	7	10	3	1	0	1	3	3	0	6	0	0	0	6	0	0	9	0	0	0	0	0	0	1	30	0	5	0	0	0	0	1	6	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5061	1994	1017	2729	615	1278	541	479	316	520	785	327	284	257	75	66	182	24	232	200	189	79	6	225	66	7	47	8	25	11	32	52	56	0	355	17	72	33	9	23	0	2	30	61	27	7	3	42	0	0	0	18	54	3	5	24	21	19	14	6	11	87	3	2	0	1	5	3	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	3	22	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5118	2157	949	2676	697	1218	606	357	234	604	450	611	1156	261	76	230	169	23	202	178	548	59	7	215	52	4	38	22	19	24	120	57	76	0	124	27	61	25	10	16	0	0	35	67	6	6	1	48	0	0	0	19	38	12	4	18	11	147	11	4	30	7	4	7	0	0	0	9	0	2	0	0	0	1	0	0	6	2	0	0	0	0	0	0	24	0	3	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5021	1913	992	2711	631	1463	492	396	169	554	557	543	1064	252	111	509	141	18	259	186	303	57	22	248	59	10	64	11	26	31	46	75	62	0	13	21	46	42	41	17	0	0	40	48	12	6	1	18	0	0	0	21	18	14	5	15	13	4	8	2	30	4	5	5	0	0	0	5	0	4	0	0	0	0	3	0	7	0	0	0	0	0	0	0	44	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	4781	1989	1113	3022	609	1379	485	434	125	511	631	441	916	342	83	518	181	52	282	141	224	62	384	252	83	6	60	26	12	81	87	65	50	0	12	14	12	41	26	44	0	1	41	46	8	13	3	8	0	1	0	24	37	52	10	15	13	3	10	2	37	5	3	2	0	0	1	5	0	3	0	0	0	0	1	0	10	0	0	0	0	0	0	1	49	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5395	2421	1200	3226	642	1094	480	429	116	662	763	517	222	331	249	655	224	11	278	283	412	55	270	377	138	7	55	41	28	64	80	91	67	0	3	13	4	39	49	33	0	5	37	28	45	8	3	13	0	9	0	112	52	58	7	8	19	2	7	2	102	2	4	0	0	0	0	17	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	49	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4659	2253	2942	2702	789	986	457	405	124	417	284	339	51	233	259	369	400	113	448	190	279	85	148	514	64	73	5	10	22	57	86	78	57	0	8	23	4	20	34	43	0	11	32	33	5	8	1	14	1	15	0	30	45	6	7	13	6	2	2	4	52	2	2	0	0	2	1	18	0	3	0	0	0	2	0	0	5	0	0	0	0	0	0	2	46	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4563	1698	1535	2188	809	815	490	363	103	466	60	341	49	198	222	397	226	6	421	190	562	62	42	469	84	86	13	61	18	49	118	163	72	0	9	14	3	30	22	37	0	8	96	15	25	7	1	10	0	25	0	22	43	0	7	17	16	3	4	3	41	3	2	0	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3747	1658	2611	3084	1008	690	379	403	123	515	98	263	54	211	211	418	151	10	470	157	227	91	65	473	166	141	8	18	35	55	105	74	59	0	6	13	2	19	31	42	0	12	45	12	6	7	1	12	0	18	0	25	20	0	3	12	7	3	1	10	38	2	3	2	0	0	0	12	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4768	1808	2661	3329	960	847	492	450	146	673	137	268	34	330	286	307	191	12	474	257	203	68	62	532	102	164	8	68	96	35	36	76	59	0	4	23	2	29	28	37	0	64	52	21	8	6	0	9	1	17	0	30	33	0	8	19	5	3	0	19	201	0	1	2	0	0	0	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3908	2166	1339	2818	1148	871	406	784	222	644	135	343	42	226	250	324	168	12	323	209	227	75	36	300	65	110	13	15	99	40	22	92	80	0	4	32	2	13	77	51	1	29	56	15	13	8	2	11	0	15	0	27	17	0	5	19	14	3	3	24	0	4	2	1	0	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4922	2049	1227	2382	781	875	332	545	261	682	68	178	17	242	271	283	185	6	404	243	202	79	21	278	92	72	5	37	76	35	19	49	67	0	5	29	3	23	60	51	0	17	59	506	7	8	1	11	0	3	2	33	566	0	3	24	13	2	1	11	0	6	1	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4401	1598	1429	2753	1106	933	381	453	367	892	54	154	49	198	267	192	204	5	427	192	186	75	9	283	67	81	17	47	68	27	4	64	80	0	6	34	2	11	43	48	0	4	55	18	5	11	4	11	0	8	0	35	129	0	1	13	6	2	4	16	0	13	1	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5364	1407	1300	2435	940	748	391	389	384	1025	69	195	30	318	235	150	218	0	385	279	187	87	0	285	67	55	11	42	55	36	3	64	98	0	5	45	3	5	33	43	0	9	45	22	8	8	3	12	0	6	0	48	100	0	1	10	12	3	6	15	0	14	1	0	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4013	1664	1373	2998	763	709	285	735	437	1183	153	151	20	212	237	180	252	9	375	281	204	51	0	292	47	55	20	105	118	47	7	64	91	0	4	30	1	14	32	51	5	4	67	13	5	9	3	12	0	9	0	43	152	0	0	13	8	8	4	16	0	2	3	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4478	2210	1415	2207	1139	693	308	367	562	1073	245	199	31	215	324	184	266	10	438	317	177	44	9	273	45	80	84	41	87	49	17	75	76	0	1	41	0	12	20	46	0	5	74	16	15	10	10	10	0	7	0	36	116	0	1	11	11	1	3	18	0	3	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3319	1381	1213	2072	1240	610	339	328	529	1260	186	161	94	185	368	156	285	7	351	288	170	51	7	274	54	89	39	39	68	35	3	71	60	0	0	25	0	11	24	57	0	1	85	10	8	13	13	12	0	4	0	32	140	0	1	11	0	2	2	21	0	3	6	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3642	1254	985	2010	1310	810	310	394	918	953	180	213	66	258	386	156	460	2	453	264	199	49	5	294	82	26	2	68	43	40	7	65	86	0	0	38	0	16	57	42	0	3	106	15	10	10	10	13	0	10	0	55	90	0	1	18	8	0	5	79	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2748	1135	926	3228	800	810	96	662	631	940	111	189	56	281	329	140	416	0	424	225	149	45	4	288	146	24	3	23	33	34	8	73	83	0	0	37	0	11	13	49	0	1	75	16	19	8	12	13	0	5	33	45	59	0	0	9	4	0	1	7	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3377	931	686	1855	731	797	105	389	283	835	108	175	71	256	316	150	377	1	473	245	208	42	2	298	59	44	3	13	20	42	3	51	65	0	0	47	0	13	12	56	0	1	98	21	3	14	17	13	0	1	35	78	130	0	1	10	5	0	0	10	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3085	913	921	1822	628	876	658	264	251	748	177	210	92	276	402	187	433	5	452	253	123	44	4	328	53	33	2	13	13	60	8	53	73	0	0	36	0	14	14	68	0	2	86	1452	0	24	20	13	1	3	15	79	122	0	1	25	8	0	0	6	0	5	4	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	3018	642	1117	1676	513	928	45	317	185	751	46	248	161	302	379	71	395	1	652	238	134	27	5	496	58	18	2	12	18	12	9	57	197	0	0	42	0	31	16	71	0	9	25	0	0	26	18	14	0	2	14	76	219	0	2	18	6	0	2	7	0	7	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3376	882	870	1678	556	804	35	280	293	701	75	222	99	465	524	70	238	5	598	265	125	31	8	485	69	25	2	3	24	40	8	78	50	0	0	26	0	16	13	58	0	19	22	1	0	53	21	11	0	3	21	72	224	0	2	24	0	0	1	8	0	7	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3056	655	829	1256	544	895	38	366	315	708	91	174	115	340	479	61	203	0	611	238	103	32	13	468	69	27	2	21	11	35	8	73	48	0	0	25	0	38	14	58	0	2	25	0	0	30	21	10	0	5	4	57	208	0	1	343	8	0	2	10	0	6	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3217	1090	13297	3153	575	798	53	443	291	764	102	259	129	293	452	82	282	3	657	304	174	483	84	525	73	26	3	40	6	28	13	65	15	0	0	39	17	253	30	52	2	2	30	0	6	42	18	14	0	3	4	92	223	0	5	24	0	0	4	6	30	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3325	584	825	882	492	723	76	166	97	619	60	124	34	384	345	49	177	2	380	256	77	19	35	294	61	18	2	41	12	22	21	79	23	0	0	35	0	4	18	70	0	1	30	0	0	44	22	16	0	2	3	80	217	0	2	16	3	0	6	5	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2424	478	689	682	350	386	23	36	37	499	28	134	14	231	152	16	169	1	247	218	78	22	23	239	34	14	0	11	6	16	5	61	25	0	0	12	0	3	5	36	0	0	28	0	0	25	26	8	0	8	0	18	193	0	1	70	0	0	2	4	0	2	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
