Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	T	LC	SI	FEM	GS	PR	ITC	TC	SBA	VA	PM	CR	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	PRVP	SE	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	FCA	RR	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	NHA	B	FO	PA	SS	OP	X	FCD	FM	CA	Z	AR	ES	U	NASA	F	DP	CNF	SB	G	GB	II	ICA	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
2002	2858	445	658	645	279	322	26	38	30	444	44	97	15	153	155	15	151	1	240	172	78	23	30	226	42	9	0	12	9	9	13	55	24	0	0	6	0	6	6	54	0	5	20	0	0	26	30	0	1	0	0	19	176	0	1	6	0	0	3	7	0	1	8	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3337	411	739	579	277	281	20	24	10	470	29	90	24	111	104	13	134	0	231	198	86	18	12	219	47	7	1	1	14	9	1	47	50	0	0	11	0	2	3	56	0	0	20	0	0	19	64	0	0	4	0	17	161	0	2	20	0	0	1	5	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2730	864	468	337	241	230	15	16	8	326	18	70	15	88	68	8	91	0	256	106	53	11	1	243	29	4	0	1	9	5	0	339	10	0	0	8	0	2	2	72	0	1	34	0	0	17	25	0	0	1	0	21	128	0	0	19	0	0	0	8	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2263	285	219	248	185	154	8	5	11	301	4	29	3	28	51	6	51	0	240	44	52	8	3	229	44	16	0	0	4	4	0	24	6	0	0	8	0	5	2	638	0	3	3	0	0	13	21	0	0	1	0	9	97	0	0	21	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2834	299	165	270	179	157	2	17	2	262	15	15	12	37	50	26	59	0	232	47	48	6	0	197	27	13	0	0	7	1	0	31	4	0	0	4	0	0	0	56	0	5	5	0	0	18	13	19	0	1	0	16	82	0	0	18	0	0	1	8	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2553	216	159	323	335	216	6	8	2	2040	8	26	6	26	40	10	57	0	46	51	56	8	0	25	33	13	0	0	13	0	2	26	0	0	0	12	0	1	0	58	0	0	3	0	0	13	7	0	0	0	0	11	85	0	0	22	0	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2079	130	146	236	193	98	7	24	2	24	6	38	0	24	37	5	62	0	168	56	17	3	0	100	18	9	0	0	14	2	2	16	0	0	0	6	0	0	0	105	0	201	6	0	0	11	15	0	0	0	0	22	69	0	0	8	0	0	0	7	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2829	94	323	229	195	211	4	12	0	21	0	28	4	25	10	3	39	0	644	15	29	10	3	614	15	14	1	0	7	3	0	25	0	0	0	4	0	0	0	39	0	1	3	0	0	11	19	0	0	0	1	16	62	0	0	10	0	0	1	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2180	61	99	95	152	110	13	8	0	7	0	21	0	25	14	2	24	0	34	11	20	8	0	16	13	8	0	3	8	0	2	25	0	0	0	3	0	0	0	2	0	0	9	0	0	8	13	0	0	0	0	12	78	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1320	38	56	46	132	57	7	6	0	7	0	12	3	17	20	3	18	0	14	4	23	6	0	9	12	3	0	0	5	2	0	9	0	0	0	3	0	0	0	2	0	0	1	0	0	11	5	0	0	0	0	8	79	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1026	39	12	43	57	129	4	4	0	5	0	12	1	8	6	2	18	0	444	1	10	2	0	222	13	7	0	0	2	1	0	4	0	0	0	2	0	0	0	2	0	0	1	0	0	8	4	0	0	0	0	7	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	563	18	3	20	39	41	0	2	0	2	0	5	2	1	7	0	19	0	593	1	4	5	0	324	9	4	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	0	1	0	0	2	3	0	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	365	5	0	9	16	35	0	1	0	0	0	0	1	0	4	0	15	0	63	0	1	2	0	32	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	13	0	0	4	15	23	0	1	0	0	0	0	1	0	5	0	6	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	0	6	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
