Google	1275266
Internet Archive	22485
University of Michigan	3787
Texas A&M University	3367
Cornell University	2309
University of California, Berkeley	1651
Northwestern University	544
	301
University of Missouri, Columbia	296
University of Illinois at Urbana-Champaign	218
Yale University	135
Columbia University	95
University of Washington	35
Emory University	24
Boston College	18
The Getty Research Institute	14
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
