Congressional Record	1426	7276	19.6
Statistical Abstract	172	198	86.87
United States Reports	754	1372	54.96
Foreign Relations	1058	4318	24.5
Congressional Serial Set	21382	53371	40.06
Civil Rights Commission	923	2818	32.75
