Congressional Record	1430	7276	19.65
Statistical Abstract	172	198	86.87
United States Reports	754	1498	50.33
Foreign Relations	1059	4325	24.49
Congressional Serial Set	21383	53371	40.06
Civil Rights Commission	923	2818	32.75
