Public Domain	1111786
In Copyright	152512
Undetermined	19021
Public Domain only when viewed in US	16860
Public Domain but access limited due to privacy concerns	1305
In copyright and permitted as world viewable by the copyright holder	682
Creative Commons Attribution 4.0 International license	674
Creative Commons Zero license (implies pd)	277
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	125
available to nobody; blocked for all users	88
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	62
In copyright in the US	38
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
Creative Commons Attribution-NonCommercial 4.0 International license	32
out-of-print (implies in-copyright)	26
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	6
Creative Commons Attribution-ShareAlike 4.0 International license	5
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
