Congressional Record	1368	7198	19.01
Statistical Abstract	166	198	83.84
United States Reports	736	1344	54.76
Foreign Relations	1050	4268	24.6
Congressional Serial Set	21369	53078	40.26
Civil Rights Commission	902	2795	32.27
Economic Report Of The President	60	240	25.0
