Google	1348606
Internet Archive	26391
Texas A&M University	4814
University of California, Berkeley	4052
University of Michigan	3990
Cornell University	2586
State University System of Florida	1864
	1110
Northwestern University	772
University of Missouri, Columbia	342
University of Illinois at Urbana-Champaign	232
Yale University	188
Columbia University	158
Emory University	85
University of Washington	65
Boston College	19
The Getty Research Institute	18
McGill University	12
University of Delaware	2
University of Maryland	1
