Public Domain	1209085
In Copyright	121689
Public Domain only when viewed in US	44377
Undetermined	15679
Public Domain but access limited due to privacy concerns	1476
Creative Commons Attribution 4.0 International license	821
In copyright and permitted as world viewable by the copyright holder	685
In copyright in the US	319
Creative Commons Zero license (implies pd)	291
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	266
Creative Commons Attribution-ShareAlike 4.0 International license	158
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	146
Creative Commons Attribution-NonCommercial 4.0 International license	120
available to nobody; blocked for all users	89
out-of-print (implies in-copyright)	45
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	35
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	2
