Congressional Record	2215	7351	30.13
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1076	4333	24.83
Congressional Serial Set	21525	53579	40.17
Civil Rights Commission	1043	2946	35.4
