Year	Y	A	I	C	D	NAS	HE	S	GA	L	TD	EP	J	ED	PREX	HH	FS	E	T	SI	LC	AE	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	HS	PRVP	N	SE	CC	CSA	NMB	FE	MS	LR	AC	NCU	IA	FP	CAB	RR	FCA	NC	NA	M	FAA	FHL	MC	FMC	LGA	FA	DC	CZ	FL	ID	B	SS	OP	AR	NHA	PA	FM	NASA	F	CNF	Z	FCD	GB	ES	ICA	II	RNB	CA	X	FO	FF	SB	H	G	U	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1980	4874	2246	1092	2767	535	445	869	421	112	611	436	715	307	232	197	204	11	461	271	50	221	271	238	126	7	351	55	40	24	80	56	77	56	12	2	2	4	48	38	9	0	5	37	43	27	7	3	0	0	112	57	57	7	11	8	8	19	7	2	1	48	4	2	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4240	2071	1798	2187	694	432	820	380	117	400	300	269	217	212	354	40	112	244	185	72	190	443	124	56	73	498	5	8	20	82	51	72	46	19	0	7	4	33	20	13	0	11	30	4	33	8	1	0	1	30	38	6	7	12	12	13	6	2	2	2	46	2	2	2	0	0	1	13	0	3	0	2	0	5	0	0	0	0	2	0	0	0	3	9	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4165	1538	1443	1658	681	474	690	344	95	445	311	43	181	196	153	44	4	233	180	51	186	417	37	78	86	458	13	59	16	112	47	156	64	13	4	7	3	21	29	12	0	8	94	18	14	7	1	0	0	22	43	0	7	10	16	17	15	4	2	2	41	2	3	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	4	0	0	0	1	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3400	1536	2261	2818	873	368	563	369	114	501	231	82	192	184	98	51	9	193	145	79	178	465	62	157	139	462	7	15	28	98	51	69	55	11	0	4	2	28	19	14	0	11	41	6	12	6	1	0	0	25	18	0	3	12	8	12	6	1	8	1	37	3	2	0	0	0	0	13	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4319	1709	2187	3037	841	372	705	429	134	650	239	111	299	255	140	30	11	152	242	56	169	467	54	95	163	502	7	62	86	36	31	68	54	20	0	4	2	27	27	18	0	64	52	8	19	6	0	0	1	30	33	0	8	9	4	18	5	0	14	2	195	1	0	0	2	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3140	2027	1264	2610	974	272	743	699	208	624	315	112	203	226	123	40	9	182	191	58	186	319	31	63	110	284	13	13	94	20	40	88	74	31	0	4	2	74	13	26	1	29	52	9	14	8	2	0	0	27	17	0	5	11	6	19	14	3	17	3	0	2	4	0	1	0	0	11	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4129	1903	1122	2257	679	209	755	510	252	663	160	51	210	247	141	15	6	174	218	65	178	371	19	90	69	266	2	36	70	18	29	45	63	26	0	5	3	60	23	19	0	15	59	6	498	8	1	2	0	33	538	0	3	11	2	24	13	1	7	1	0	1	6	0	0	0	0	7	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	3896	1483	1295	2574	981	260	783	424	361	862	136	43	173	245	165	43	5	145	173	67	156	360	7	64	77	270	13	45	55	4	21	61	76	31	0	6	2	42	11	23	0	4	55	4	15	10	4	0	0	35	59	0	1	11	6	13	6	3	10	2	0	1	12	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5077	1323	1155	2294	785	304	603	357	378	990	164	51	268	214	198	28	0	116	253	75	170	352	0	64	51	275	7	41	52	3	26	61	93	44	0	5	3	31	5	18	0	8	37	8	21	8	2	0	0	48	36	0	1	12	6	9	11	3	10	3	0	1	14	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3835	1494	1213	2579	670	202	578	696	433	1119	150	139	154	218	225	19	7	146	265	38	182	354	0	45	46	280	14	97	115	7	42	59	80	27	0	4	1	31	14	15	5	4	62	5	13	9	3	0	0	42	82	0	0	12	5	12	8	2	11	7	0	3	2	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4253	2055	1219	2013	1059	213	541	330	559	1029	188	192	183	287	236	30	10	146	296	38	160	357	7	42	67	265	80	33	77	17	44	72	67	36	0	1	0	20	11	17	0	5	70	15	15	9	10	0	0	36	61	0	1	10	4	10	10	2	12	1	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3139	1277	1097	1933	1170	238	485	287	516	1210	144	157	161	335	266	91	7	131	259	46	152	322	6	54	82	267	37	36	65	3	34	68	58	23	0	0	0	24	11	26	0	0	77	7	10	11	13	0	0	32	71	0	1	12	3	11	0	2	14	2	0	6	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1992	3495	1156	902	1870	1224	231	662	376	913	880	202	137	219	357	408	62	2	116	226	43	176	379	5	81	25	287	2	66	41	6	39	58	79	34	0	0	0	52	16	20	0	1	103	8	14	10	9	0	0	55	43	0	1	13	3	18	8	3	65	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2653	1061	832	2358	733	91	612	463	631	854	178	96	239	296	369	51	0	113	214	41	126	387	3	144	22	282	3	21	30	8	31	67	65	34	0	0	0	13	11	21	0	1	73	16	14	8	11	33	0	45	35	0	0	13	3	7	4	1	3	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3228	881	573	1644	644	90	565	295	271	729	171	96	240	269	332	64	0	132	227	26	122	401	2	54	42	292	3	11	18	3	41	46	63	44	0	0	0	11	12	23	0	0	96	2	8	12	16	35	0	72	70	0	1	13	1	9	5	0	6	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	2923	854	772	1617	528	620	646	192	245	685	203	153	244	342	379	83	3	145	239	35	110	426	4	52	30	322	2	11	13	8	54	48	65	32	0	0	0	10	14	20	0	1	85	0	1444	23	19	15	1	78	100	0	1	13	3	22	8	0	2	0	0	4	5	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	2877	623	1041	1555	436	43	749	161	181	680	227	43	272	343	365	149	1	61	225	24	107	584	5	58	18	486	2	10	18	9	10	50	134	40	0	0	0	10	25	25	0	8	24	0	0	24	18	14	0	72	185	0	2	14	2	17	6	2	4	0	0	2	7	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3280	844	742	1528	477	32	630	164	286	640	195	70	418	485	224	90	5	58	246	30	114	570	8	68	24	478	2	3	23	8	36	68	46	24	0	0	0	9	16	30	0	13	22	0	1	51	20	21	0	66	198	0	2	11	1	22	0	1	4	0	0	5	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	2974	604	653	1043	477	34	694	167	301	649	156	76	278	434	180	108	0	47	222	29	83	563	12	69	27	461	2	20	8	9	30	66	45	23	0	0	0	9	37	26	0	2	25	0	0	26	21	4	0	54	174	0	1	10	4	342	8	2	6	0	0	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3092	1000	12912	1936	488	48	592	264	268	692	224	93	235	423	259	128	3	62	261	400	161	638	66	69	19	512	2	40	5	13	22	57	15	36	0	0	17	24	250	24	2	2	30	6	0	41	18	4	0	82	184	0	5	14	2	21	0	4	1	0	0	5	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3215	560	620	727	433	30	559	97	87	573	112	50	327	320	165	31	2	43	241	16	73	372	32	58	17	287	1	41	12	21	14	73	23	34	0	0	0	14	4	26	0	1	26	0	0	42	21	3	0	68	202	0	2	16	1	16	3	6	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2358	462	597	587	314	19	292	29	32	451	115	22	172	133	157	12	0	14	207	19	63	240	23	35	14	237	0	11	6	3	13	52	25	11	0	0	0	5	3	18	0	0	27	0	0	23	24	0	0	17	188	0	1	8	8	69	0	2	1	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2771	421	585	562	258	22	267	27	29	414	84	37	134	141	133	13	1	12	162	19	69	239	29	42	9	225	0	12	9	12	8	50	24	6	0	0	0	6	5	18	0	5	15	0	0	26	26	0	1	18	150	0	1	0	0	6	0	3	3	0	0	8	1	4	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3289	400	708	544	248	20	234	16	9	452	72	27	107	88	125	19	0	11	173	17	78	230	11	47	7	218	1	1	12	1	6	46	42	11	0	0	0	3	2	24	0	0	12	0	0	19	50	0	0	17	156	0	2	0	3	19	0	1	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2688	853	452	319	217	15	168	14	8	312	48	15	79	64	80	15	10	6	97	11	48	253	1	24	4	240	0	0	9	0	5	283	9	8	0	0	0	0	2	45	0	1	33	0	0	17	16	0	0	21	116	0	0	0	1	19	0	0	4	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2211	281	201	226	175	8	138	5	11	286	23	3	27	45	45	3	0	6	39	7	50	237	3	44	16	227	0	0	4	0	4	24	6	8	0	0	0	2	2	590	0	3	2	0	0	12	16	0	0	9	93	0	0	0	0	20	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2768	294	151	254	160	2	138	16	1	244	11	14	37	47	53	10	0	26	42	5	45	226	0	27	13	197	0	0	7	0	1	31	4	4	0	0	0	0	0	16	0	5	5	0	0	18	9	0	0	16	75	0	0	19	1	16	0	1	4	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2505	211	148	301	316	5	158	8	2	1779	26	7	26	36	53	6	0	9	46	7	53	45	0	33	12	25	0	0	13	2	0	25	0	12	0	0	0	0	1	34	0	0	3	0	0	9	7	0	0	11	77	0	0	0	0	22	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1985	129	137	215	173	7	72	23	0	22	36	4	22	35	58	0	0	3	42	3	15	162	0	18	9	98	0	0	14	2	1	15	0	5	0	0	0	0	0	65	0	191	6	0	0	7	8	0	0	22	69	0	0	0	0	8	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2704	89	259	181	179	4	186	11	0	17	26	0	23	8	39	0	0	3	15	10	28	617	3	15	14	600	1	0	5	0	2	23	0	4	0	0	0	0	0	24	0	1	3	0	0	6	13	1	0	16	60	0	0	0	0	10	0	1	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1845	57	83	80	129	11	95	7	0	5	15	0	23	11	23	0	0	1	11	8	32	31	0	13	8	13	0	1	5	2	0	24	0	3	0	0	0	0	0	1	0	0	9	0	0	5	6	0	0	12	78	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	399	36	37	30	96	4	35	3	0	6	11	0	12	18	17	1	0	3	3	6	15	12	0	11	3	7	0	0	1	0	0	9	0	3	0	0	0	0	0	2	0	0	1	0	0	6	3	0	0	8	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	653	38	10	32	29	4	108	3	0	5	10	0	8	6	15	1	0	1	1	2	7	7	0	13	7	3	0	0	2	0	0	4	0	2	0	0	0	0	0	1	0	0	1	0	0	4	3	0	0	7	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	377	17	3	10	22	0	35	1	0	1	4	0	0	7	16	2	0	0	0	3	2	60	0	9	4	57	0	0	0	0	0	5	0	1	0	0	0	0	0	3	0	0	1	0	0	1	2	0	0	8	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	20	5	0	5	10	0	34	0	0	0	0	0	0	4	12	1	0	0	0	2	1	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	9	0	0	2	4	0	23	1	0	0	0	0	0	5	6	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
