Congressional Record	1173	7316	16.03
Statistical Abstract	139	173	80.35
United States Reports	733	1339	54.74
Foreign Relations	849	3251	26.12
Congressional Serial Set	20849	51432	40.54
Civil Rights Commission	873	2945	29.64
Economic Report Of The President	61	266	22.93
