1	1019420
2	91546
3	24946
4	16408
5	10595
6	8259
7	6564
8	5341
9	4855
10	3612
11	2952
12	2655
13	1910
14	2091
15	1471
16	1361
17	1283
18	1303
19	771
20	1267
21	1068
22	1178
23	707
24	978
25	761
26	567
27	714
28	272
29	632
30	400
31	563
32	357
33	419
34	411
35	483
36	297
37	317
38	510
39	284
40	260
41	385
42	466
43	221
44	195
45	275
46	419
47	337
48	401
49	291
50	107
51	367
52	161
53	443
54	220
55	113
56	237
57	354
58	268
59	376
60	393
61	225
62	63
64	66
65	237
66	140
67	292
69	70
70	99
71	72
72	244
73	202
74	75
75	76
77	79
78	79
80	174
81	82
83	140
85	174
86	87
87	261
88	358
90	102
92	204
94	191
95	96
97	224
98	101
102	515
104	105
107	326
114	115
121	122
122	146
126	129
127	130
128	129
134	137
135	136
137	140
143	147
148	149
157	216
158	381
161	339
162	865
163	164
165	166
181	187
204	220
205	210
209	213
213	214
221	222
223	226
227	347
239	241
249	250
257	258
271	272
273	327
292	293
345	346
348	349
353	355
356	358
373	375
394	395
408	409
411	413
431	433
441	442
457	458
475	476
753	754
930	936
1330	1349
