Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	T	LC	SI	GS	PR	ITC	TC	SBA	VA	CR	PM	JU	W	NS	ER	NF	CS	FT	P	FR	FW	GP	PE	IC	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	CSA	LR	NMB	FP	AC	NCU	IA	CAB	FCA	M	RR	NA	FAA	NC	FHL	MC	FMC	MN	LGA	H	NHA	CZ	FL	FA	ID	DC	FO	B	OP	PA	SS	CA	Z	X	FCD	FM	SB	AR	ES	U	NASA	ICA	F	DP	CNF	G	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1963	1571	778	839	676	260	216	285	248	6	389	3	20	15	31	0	45	22	282	0	130	47	30	49	140	38	5	17	31	1	9	1	50	2	46	57	0	22	10	2	12	0	12	0	59	0	6	0	0	2	0	5	0	25	0	24	1	13	11	1	6	10	5	1	3	1	4	1	1	0	2	0	0	0	0	15	0	1	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1630	873	891	1884	425	224	360	136	6	396	0	21	16	22	0	18	18	350	2	137	63	118	50	191	28	1	8	20	2	3	3	47	2	25	32	0	25	22	5	15	0	10	0	55	0	9	0	0	1	0	9	0	20	0	23	1	24	9	1	2	9	6	0	3	1	8	0	0	0	4	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1537	859	811	1358	491	251	378	123	3	336	1	21	31	28	2	17	47	376	1	144	55	65	60	202	31	3	12	8	2	13	2	53	2	16	61	0	19	17	3	13	1	17	0	46	0	4	0	0	1	0	4	0	73	0	26	1	10	12	2	7	8	6	0	6	1	8	4	4	0	6	0	0	3	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1110	871	883	1284	483	428	338	110	8	364	4	31	23	23	7	36	71	350	2	246	103	51	51	192	45	6	20	7	3	12	4	48	1	19	102	1	22	18	3	15	0	13	0	49	0	5	1	0	3	0	11	0	32	0	23	1	17	12	2	6	14	6	0	3	1	8	1	1	0	5	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1083	908	936	1077	453	324	416	108	6	357	2	24	25	34	22	15	89	307	1	211	78	549	63	178	63	4	23	12	3	10	3	50	0	23	53	3	20	17	4	11	0	14	0	51	6	9	0	0	0	0	8	0	47	0	17	1	13	10	2	10	10	9	0	2	1	4	4	1	0	7	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	953	870	1076	1805	521	336	486	333	6	362	6	53	34	33	25	19	145	348	1	133	72	76	571	137	84	5	25	5	3	15	4	55	1	43	59	6	25	14	2	14	1	15	0	38	14	4	0	0	0	0	9	0	43	0	17	1	17	7	2	7	11	8	0	3	1	3	0	4	0	5	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1189	902	1013	1488	479	404	612	130	11	343	14	59	48	33	33	15	122	393	1	180	52	154	59	203	56	5	20	4	4	17	3	244	0	37	58	6	32	12	2	14	0	18	0	40	14	10	1	0	0	0	10	0	50	0	24	3	15	11	3	6	12	7	27	6	2	4	0	31	0	4	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1127	926	1403	1910	461	550	383	126	6	368	122	102	39	48	24	13	116	66	1	180	63	110	56	204	70	3	23	5	8	35	6	38	2	29	53	5	33	20	6	22	0	17	0	27	15	3	1	0	1	0	13	0	58	0	22	3	12	10	6	5	12	4	0	3	2	4	0	5	0	6	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1971	1427	1131	1420	1624	533	626	378	131	30	345	394	135	79	61	29	13	172	68	0	197	72	70	559	215	77	5	77	6	9	46	4	55	1	31	84	1	39	23	4	21	0	13	0	34	26	9	0	0	1	0	10	0	51	0	22	2	14	9	5	4	6	5	0	7	2	5	0	3	0	5	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	0	10	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1632	1148	982	2209	551	609	224	149	87	443	367	131	64	132	31	14	178	52	5	193	82	480	53	233	91	3	45	8	21	33	4	53	1	47	69	7	42	17	2	16	0	14	0	48	15	4	0	0	1	0	16	0	53	0	20	2	22	8	8	2	8	6	0	3	3	6	1	3	0	4	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	29	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2844	1152	928	2133	426	593	161	137	98	331	239	107	110	120	32	19	135	65	2	186	90	130	41	186	66	3	58	8	8	23	6	54	1	43	65	13	43	8	3	19	0	17	0	28	11	13	1	0	1	0	52	0	57	7	26	1	18	7	6	4	9	8	0	5	0	3	0	3	0	5	0	0	0	0	7	1	0	0	3	0	0	1	0	0	0	0	31	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	3029	1232	1070	1850	473	628	314	126	107	470	288	164	57	117	38	32	124	30	5	215	109	394	62	217	64	2	58	4	3	23	6	49	1	41	127	17	41	21	6	19	0	13	0	73	12	9	2	7	0	0	20	0	55	1	22	2	24	9	6	2	11	9	0	2	1	4	2	3	0	4	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	22	0	4	0	0	0	0	3	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4447	1554	930	2223	632	894	316	175	297	550	240	236	86	152	73	56	105	23	2	223	146	180	92	216	55	4	43	12	8	39	10	56	1	63	146	15	49	29	2	15	0	15	0	49	9	14	6	48	1	0	22	0	60	2	26	3	27	10	11	5	7	10	0	3	1	3	1	3	0	6	0	0	0	0	11	0	6	0	0	0	0	1	0	0	0	0	30	0	5	0	0	0	2	6	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5156	2034	1099	2787	637	1316	541	513	318	526	798	351	310	270	82	78	166	25	6	236	206	197	81	228	69	7	47	8	27	40	11	52	1	69	360	17	75	35	9	25	0	30	2	61	27	7	3	47	0	0	18	0	55	3	24	5	23	22	14	7	11	87	0	5	3	11	1	3	0	2	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	22	0	2	0	0	0	1	5	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5152	2173	1000	2706	734	1246	607	378	236	611	464	643	1165	271	84	241	173	22	7	252	184	558	65	243	58	5	38	25	20	128	25	58	1	87	126	26	64	26	10	19	0	35	0	69	6	6	1	50	0	0	19	0	38	12	18	4	147	12	15	5	30	7	0	4	7	0	0	9	0	3	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	24	0	3	0	0	0	2	6	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5227	1987	1098	2770	666	1506	493	419	169	563	563	560	1074	270	120	542	149	18	22	274	191	314	62	259	63	10	64	11	26	46	31	75	1	73	13	20	47	43	42	20	0	42	0	48	13	7	1	18	0	0	21	0	19	14	15	5	5	14	8	2	30	4	0	5	5	0	0	5	0	5	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	44	0	3	0	0	0	0	7	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	5043	2039	1186	3074	645	1415	487	453	127	536	666	464	924	350	93	547	188	52	401	284	146	245	74	253	87	6	61	26	15	95	83	65	1	59	13	13	13	42	28	47	0	55	1	48	9	13	3	8	0	1	24	0	37	54	15	10	3	15	10	2	37	5	0	4	3	1	0	5	0	4	0	0	1	0	10	0	0	0	0	0	0	2	0	0	0	0	49	0	3	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5764	2521	1302	3292	643	1139	482	436	119	672	776	543	233	337	258	676	234	7	283	279	291	431	60	384	142	7	55	43	28	82	66	92	2	81	3	13	6	39	49	34	0	53	5	28	46	8	3	13	0	9	112	0	52	60	8	7	2	21	7	3	102	2	0	4	0	0	0	17	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	49	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4821	2316	3169	2778	819	1022	459	425	128	443	286	367	52	253	286	370	407	113	154	455	196	292	97	522	64	73	6	11	22	88	62	78	0	62	8	24	5	20	34	45	0	50	14	33	6	8	1	14	1	15	30	0	46	6	13	7	2	7	2	4	52	2	0	2	0	1	2	18	0	4	0	0	0	0	5	0	2	0	0	0	0	2	0	0	0	0	46	0	3	0	0	0	0	9	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4609	1743	1588	2279	835	833	494	372	103	475	60	373	50	213	244	393	232	2	93	425	197	567	67	473	84	87	14	64	69	118	49	163	4	78	9	13	3	30	23	39	0	122	8	15	25	8	1	10	0	25	22	0	43	0	17	7	3	16	5	3	41	3	0	2	3	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	31	0	1	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3791	1717	2768	3129	1032	700	384	418	126	523	100	293	82	219	221	424	157	10	93	476	164	236	97	481	176	141	9	19	35	106	57	75	0	70	6	13	3	19	32	43	0	67	12	12	6	7	1	12	0	18	25	0	20	0	12	3	3	8	1	11	38	2	0	4	2	0	0	12	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4807	1879	2729	3362	980	869	492	461	147	681	138	298	37	337	296	322	200	10	116	481	262	213	82	551	107	164	9	71	96	37	36	73	0	70	4	23	2	29	30	39	0	72	64	21	8	8	0	9	1	17	30	0	34	0	19	8	3	7	0	19	201	0	0	1	2	0	0	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3941	2229	1428	2857	1165	883	410	804	224	649	136	384	44	238	270	323	173	12	102	342	218	240	78	305	65	110	13	16	99	24	44	93	0	95	4	38	4	13	77	54	1	56	29	15	13	8	2	11	0	15	27	0	17	0	19	5	3	16	3	25	0	4	0	2	1	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4954	2106	1304	2404	821	889	332	555	262	688	72	249	18	247	283	283	187	4	108	423	252	206	83	283	95	72	5	37	76	20	35	52	0	80	5	29	3	23	63	53	0	59	17	506	7	8	1	11	0	3	33	2	566	0	24	3	2	14	1	12	0	6	0	1	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	26	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4435	1647	1488	2777	1134	947	381	463	368	915	54	171	50	207	281	188	212	3	66	450	201	193	76	289	67	82	18	49	68	4	27	67	0	208	6	32	2	11	45	51	0	55	4	18	5	11	4	11	0	8	35	0	129	0	13	1	2	6	4	17	0	13	0	2	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	24	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5492	1458	1345	2453	956	768	394	401	387	1039	69	218	31	321	239	147	226	0	52	412	293	192	89	287	67	55	11	43	55	4	36	65	0	101	6	45	3	5	34	45	0	45	9	22	8	10	3	12	0	6	48	3	103	0	12	1	3	12	7	15	0	14	0	1	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	37	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4071	1698	1502	3049	783	722	289	748	445	1207	157	173	22	218	241	176	258	10	22	379	286	206	49	295	47	55	20	103	119	8	49	64	0	96	4	31	2	14	34	55	5	67	4	13	5	10	3	12	0	9	44	0	152	0	13	0	8	8	4	16	0	2	0	4	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4559	2236	1540	2243	1148	705	309	371	580	1083	249	218	33	220	332	188	274	5	46	446	323	179	47	279	45	83	93	41	87	17	49	75	0	81	1	41	0	13	20	49	0	74	5	16	15	10	10	10	0	7	36	0	119	0	11	1	1	11	3	19	0	3	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3369	1395	1313	2092	1252	619	339	347	545	1281	187	180	95	190	374	159	288	7	41	364	294	178	54	277	54	89	39	40	68	3	35	72	0	66	0	25	0	11	24	62	0	87	1	10	8	13	13	12	0	4	32	0	140	0	14	1	2	0	2	21	0	3	0	7	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3688	1264	1093	2026	1321	829	319	397	927	974	181	240	68	260	390	161	464	2	32	474	276	201	51	295	82	26	2	70	43	7	40	65	0	97	0	38	0	16	64	47	0	106	3	16	11	11	10	14	0	10	55	0	90	0	19	1	0	8	5	81	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2772	1157	1014	3246	816	817	97	668	637	951	111	227	57	286	333	140	403	1	30	442	237	152	45	293	150	24	3	24	35	8	36	73	0	91	0	37	0	11	15	51	0	75	1	16	19	11	12	14	0	5	47	34	60	0	9	0	0	4	1	7	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3482	937	752	1855	745	809	109	390	300	845	110	206	71	259	322	158	378	1	10	493	257	207	45	314	59	44	3	13	21	4	43	51	0	73	0	48	0	15	17	58	0	98	1	22	3	15	17	14	0	1	78	36	138	0	10	1	0	5	0	10	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3125	919	1066	1822	637	887	712	265	269	766	178	222	93	278	411	190	437	2	11	463	257	127	45	339	54	34	2	14	14	8	60	56	0	80	0	38	0	15	16	69	0	86	2	1452	0	24	20	14	1	3	79	15	149	0	26	1	0	8	0	6	0	5	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	3065	653	1402	1685	529	937	47	324	201	763	47	269	162	307	384	73	398	1	14	682	246	134	32	509	59	18	2	12	19	9	12	61	0	201	0	44	0	34	16	71	0	25	9	0	0	28	18	15	0	2	80	14	267	0	19	2	0	6	2	7	0	7	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3404	896	1068	1708	573	813	35	284	293	710	75	243	101	472	534	71	245	5	13	619	274	126	34	496	70	25	2	3	25	8	40	78	0	50	0	30	0	16	13	58	0	22	20	1	0	54	21	12	0	3	74	21	241	0	25	2	0	0	1	8	0	7	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3084	681	1000	1258	559	902	37	374	319	715	93	186	115	349	488	62	210	0	33	638	244	103	37	477	69	28	2	21	11	8	36	74	0	49	0	26	0	39	15	58	0	25	2	0	0	32	21	11	0	6	57	4	224	0	345	1	0	8	3	10	0	6	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3243	1147	13745	3154	583	803	53	480	297	768	104	269	130	293	458	86	294	3	93	674	308	178	488	528	74	27	3	40	6	13	28	65	0	15	0	32	17	254	31	52	2	30	2	0	6	44	18	15	0	3	93	4	235	0	25	5	0	0	4	6	30	3	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3366	596	952	891	500	731	76	168	104	624	61	129	34	385	349	51	179	2	43	397	262	79	20	300	61	19	2	41	12	21	22	79	0	23	0	35	0	4	20	70	0	30	1	0	0	46	22	17	0	2	80	3	224	0	17	2	0	3	6	5	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2453	490	764	677	355	403	23	42	38	510	28	139	14	233	155	17	169	1	30	257	232	78	25	249	34	15	0	11	6	5	16	62	0	25	0	12	0	3	5	38	0	28	0	0	0	26	27	8	0	8	18	0	196	0	70	1	0	0	2	6	0	2	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2895	459	688	649	283	327	26	43	33	453	44	103	16	155	156	16	154	1	32	245	180	79	23	231	42	9	0	13	10	13	9	57	0	24	0	6	0	7	6	56	0	22	5	0	0	27	30	0	1	0	19	0	201	0	6	1	0	0	4	7	0	1	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3373	414	755	574	285	281	20	31	10	475	29	100	25	114	104	14	136	0	14	234	201	91	21	222	48	7	1	1	15	1	9	47	0	50	0	11	0	2	3	70	0	21	0	0	0	19	71	0	0	4	17	0	189	0	20	2	0	0	2	6	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2762	875	536	336	246	233	15	19	9	331	18	74	16	92	68	9	91	10	3	260	112	55	13	247	29	4	0	1	10	0	5	367	0	10	0	8	0	2	2	73	0	34	1	0	0	18	27	0	0	1	21	0	148	0	20	0	0	0	0	8	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2331	288	236	242	188	154	8	10	11	318	4	29	4	28	51	7	54	0	3	243	45	54	8	232	44	16	0	0	5	0	4	25	0	6	0	8	0	5	2	653	0	3	3	0	0	14	21	0	0	1	9	0	110	0	21	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2917	301	167	266	184	157	2	19	2	272	15	15	12	37	51	27	59	0	0	241	49	48	6	201	27	13	0	0	7	0	1	32	0	5	0	4	0	0	0	56	0	5	5	0	0	19	14	19	0	1	17	0	93	0	18	0	0	0	1	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2630	216	163	320	341	216	6	9	2	1844	8	27	6	26	45	10	58	0	0	51	54	57	8	30	33	13	0	0	13	2	0	26	0	0	0	12	0	1	0	58	0	3	0	0	0	13	7	0	0	0	11	0	98	0	24	0	0	0	0	5	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2130	133	149	231	198	101	7	25	2	25	7	39	0	25	38	5	63	0	0	188	58	17	3	107	18	13	0	0	14	2	3	20	0	0	0	6	0	0	0	105	0	6	201	0	0	12	18	0	0	0	22	0	102	0	8	0	0	0	0	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
