1	763167
2	64906
3	23012
4	16011
5	9942
6	8127
7	5615
8	4541
9	4006
10	2892
11	2870
12	2302
13	1581
14	1724
15	1127
16	1206
17	1034
18	794
19	711
20	1217
21	1069
22	824
23	440
24	658
25	452
26	303
27	657
28	404
29	351
30	217
31	293
32	305
33	368
34	376
35	109
36	409
37	156
38	342
39	80
40	229
41	254
42	247
43	132
44	336
45	380
46	395
47	216
48	249
49	51
50	333
51	701
52	410
53	54
54	165
55	57
56	171
57	178
58	204
59	182
61	163
63	129
64	65
65	135
66	68
67	68
69	70
70	71
71	80
73	223
74	150
75	79
79	94
81	82
84	85
86	87
87	88
89	215
92	188
93	188
95	120
102	208
104	215
107	108
109	110
111	224
118	119
127	256
133	138
135	136
153	154
159	162
161	162
163	164
165	166
187	200
188	189
190	191
205	210
206	210
209	213
213	214
227	347
231	233
247	251
257	258
270	271
292	293
299	317
344	345
348	349
356	358
373	375
394	395
408	409
411	413
431	433
438	439
952	973
