Congressional Record	473	6659	7.1
Statistical Abstract	137	217	63.13
United States Reports	667	1171	56.96
Foreign Relations	709	3168	22.38
Congressional Serial Set	20756	52476	39.55
Civil Rights Commission	864	3075	28.1
Economic Report Of The President	58	215	26.98
