Public Domain	1178136
In Copyright	121953
Public Domain only when viewed in US	40424
Undetermined	15412
Public Domain but access limited due to privacy concerns	1445
In copyright and permitted as world viewable by the copyright holder	674
Creative Commons Attribution 4.0 International license	669
Creative Commons Zero license (implies pd)	290
Creative Commons Attribution-ShareAlike 4.0 International license	157
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	136
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	127
In copyright in the US	91
available to nobody; blocked for all users	91
Creative Commons Attribution-NonCommercial 4.0 International license	74
out-of-print (implies in-copyright)	44
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	33
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	1
