Y 4	81977	Congress
Y 3	24137	Congress
A 13	12675	Agriculture
NAS 1	9972	National Aeronautics and Space Administration
Y 1	9626	Congress
I 28	9475	Interior Department
C 3	8351	Commerce Department
HE 20	6906	Health and Human Services Department
D 101	6752	Defense Department
A 1	6405	Agriculture
GA 1	6053	Government Accountability Office
I 19	6031	Interior Department
S 1	4653	State Department
C 13	4176	Commerce Department
EP 1	3272	Environmental protection Agency
ED 1	2949	Education Department
I 49	2810	Interior Department
L 2	2524	Labor Department
D 301	2224	Defense Department
C 55	2211	Commerce Department
I 29	2087	Interior Department
D 103	1927	Defense Department
S 9	1624	State Department
I 1	1599	Interior Department
E 1	1568	Energy Department
A 57	1385	Agriculture
HH 10	1228	Housing and Urban Development Department
PREX 3	1213	Executive Office of the President
HH 1	1213	Housing and Urban Development Department
A 17	1204	Agriculture
TD 2	1043	Transportation Department
C 22	1017	Commerce Department
FEM 1	1012	
J 1	979	Justice Department
FS 5	969	
J 28	924	Justice Department
AE 2	899	National Archives and Records Administration
C 18	863	Commerce Department
C 61	758	Commerce Department
ITC 1	751	International Trade Commission
L 1	737	Labor Department
SI 1	721	Smithsonian Institution
I 53	710	Interior Department
TC 1	620	
TD 4	619	Transportation Department
D 1	605	Defense Department
A 93	595	Agriculture
SBA 1	583	Small Business Administration
T 22	563	Treasury Department
TD 1	561	Transportation Department
VA 1	559	Veterans Affairs Department
Y 10	557	Congress
D 5	551	Defense Department
I 27	526	Interior Department
C 1	498	Commerce Department
TD 7	493	Transportation Department
HE 19	486	Health and Human Services Department
J 26	469	Justice Department
TD 8	461	Transportation Department
C 56	455	Commerce Department
CR 1	429	Civil Rights Commission
TD 5	426	Transportation Department
GS 4	421	General Services Administration
D 207	407	Defense Department
J 29	403	Justice Department
PM 1	403	Personnel Management Office
D 114	394	Defense Department
L 13	393	Labor Department
L 37	389	Labor Department
HE 23	369	Health and Human Services Department
HE 1	369	Health and Human Services Department
LC 1	352	Library of Congress
L 35	336	Labor Department
NS 1	325	National Science Foundation
FS 2	318	
D 214	303	Defense Department
SI 3	302	Smithsonian Institution
J 32	299	Justice Department
C 4	297	Commerce Department
L 38	295	Labor Department
ER 1	281	
PREX 1	280	Executive Office of the President
A 77	274	Agriculture
AE 1	272	National Archives and Records Administration
L 36	268	Labor Department
HE 22	254	Health and Human Services Department
D 201	253	Defense Department
C 30	244	Commerce Department
CS 1	244	
C 57	242	Commerce Department
HE 3	238	Health and Human Services Department
P 1	229	United States Postal Service
FT 1	227	Federal Trade Commission
C 46	216	Commerce Department
FR 1	214	Federal Reserve System Board of Governors
A 88	213	Agriculture
E 3	209	Energy Department
T 17	209	Treasury Department
PR 32	207	President of the United States
JU 13	204	Judiciary
PREX 2	204	Executive Office of the President
L 29	188	Labor Department
A 92	185	Agriculture
PR 40	185	President of the United States
EP 2	184	Environmental protection Agency
A 105	183	Agriculture
EP 5	181	Environmental protection Agency
T 1	179	Treasury Department
S 18	173	State Department
C 51	173	Commerce Department
FW 4	172	
C 41	171	Commerce Department
L 16	170	Labor Department
A 98	168	Agriculture
I 20	168	Interior Department
C 31	167	Commerce Department
LC 14	158	Library of Congress
PE 1	157	Peace Corps
FS 14	154	
LC 19	154	Library of Congress
IC 1	148	Interstate Commerce Commission
FS 3	147	
C 42	145	Commerce Department
