Year	Y	A	I	C	D	NAS	HE	S	GA	L	EP	TD	J	ED	HH	PREX	E	FS	T	SI	LC	AE	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	W	NF	ER	CS	P	FT	FR	FW	PE	GP	IC	SSA	AA	N	HS	PRVP	CSA	FE	CC	SE	NMB	MS	LR	AC	FP	NCU	IA	CAB	RR	FCA	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	CZ	DC	ID	NHA	B	SS	OP	FO	PA	FCD	CA	X	AR	ES	FM	NASA	F	DP	CNF	Z	SB	G	GB	ICA	RNB	FF	H	II	U	OUC	MB	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1943	352	190	310	206	30	0	20	70	4	106	0	3	5	0	0	3	0	64	56	38	21	11	0	82	0	4	4	0	0	0	0	30	0	49	0	0	7	0	6	4	9	0	5	34	2	0	9	1	0	0	0	6	24	4	0	45	0	1	1	0	2	2	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	429	192	285	96	67	0	39	98	4	100	0	6	3	0	0	5	0	73	48	17	14	12	0	25	0	5	4	0	0	0	0	19	0	53	0	0	6	0	6	1	0	0	7	33	11	0	13	0	0	0	0	2	20	3	0	28	0	0	1	0	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	392	199	251	325	61	0	27	130	3	81	0	1	5	0	0	6	0	27	24	18	38	18	0	35	0	9	7	0	0	0	0	35	0	78	0	0	4	0	5	5	2	0	5	39	5	0	5	0	0	0	0	9	18	14	0	40	2	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	613	201	703	248	59	0	26	168	5	145	0	1	3	0	0	6	0	65	35	35	43	22	0	57	0	10	3	0	0	0	0	24	0	45	0	0	11	0	3	1	1	0	4	42	5	0	7	0	0	0	0	3	15	14	0	34	0	1	1	0	3	4	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	874	189	799	302	46	0	25	161	3	102	0	8	29	0	1	9	0	26	35	31	12	38	0	11	0	18	7	0	5	0	1	32	0	37	0	0	14	0	6	4	2	0	12	15	6	0	4	0	0	0	0	10	10	8	0	29	0	3	1	0	5	2	4	0	2	0	0	0	1	1	0	0	2	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	850	203	1826	299	62	0	25	170	4	163	0	1	4	0	0	5	0	23	45	30	24	42	0	10	0	22	2	0	1	0	0	26	0	13	0	4	11	0	5	6	2	0	4	46	8	0	3	1	0	0	0	10	8	12	0	42	0	3	1	0	2	5	4	0	21	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1383	314	939	514	57	0	34	163	5	157	0	3	13	0	4	4	0	54	33	16	18	77	1	21	0	66	17	0	1	0	1	33	0	167	0	8	17	1	8	4	5	0	3	39	4	0	94	0	0	0	0	8	6	10	0	48	0	7	1	0	2	4	5	1	6	0	0	0	2	0	0	0	2	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1447	255	692	395	87	1	35	115	7	156	0	7	10	1	1	2	1	104	30	20	30	23	0	40	0	13	2	0	1	0	1	30	1	33	0	10	17	1	3	5	0	0	8	48	4	0	1	0	0	0	0	8	11	6	0	25	0	6	1	0	3	2	3	0	9	1	1	0	0	0	0	0	2	0	4	2	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1418	269	443	322	132	0	24	199	6	141	0	1	10	0	3	8	0	68	27	24	19	18	0	45	0	21	0	0	2	0	1	26	1	39	0	10	18	0	3	5	0	0	2	57	3	0	2	0	0	0	0	13	5	1	0	32	0	4	1	0	4	3	5	1	42	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	12	0	1	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1306	269	591	600	86	1	20	191	4	152	0	6	11	0	4	8	0	82	24	21	27	28	0	32	0	23	0	1	0	0	2	32	1	2	0	8	23	0	5	5	0	0	3	32	2	0	1	1	0	0	0	12	6	2	0	32	0	25	1	0	2	5	2	0	4	0	0	0	0	1	0	0	0	0	13	2	0	0	0	0	0	11	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1514	319	581	395	132	0	28	105	5	226	0	1	10	0	3	7	0	62	44	28	26	115	0	32	1	70	3	2	0	0	2	29	1	0	0	8	17	1	3	6	0	0	3	43	3	0	2	0	0	0	0	18	6	2	0	25	0	5	1	0	6	5	5	0	4	0	1	0	0	0	0	0	1	0	14	1	0	0	0	0	0	12	0	1	0	0	0	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1556	263	555	537	118	0	35	176	4	210	2	5	16	0	5	7	0	60	31	26	76	34	0	17	1	34	5	5	0	0	2	28	1	0	0	8	13	1	4	5	0	0	4	35	2	0	1	0	0	0	0	22	10	1	0	20	0	5	1	1	3	2	3	2	3	0	0	1	0	0	0	0	0	1	14	0	0	0	0	0	0	9	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1746	342	451	398	150	0	43	172	6	151	0	5	11	0	9	15	0	131	25	49	44	32	0	22	2	28	7	2	0	0	1	24	10	0	0	10	27	5	7	6	1	0	4	59	2	0	2	0	0	0	0	16	2	1	0	25	0	4	1	2	11	6	8	1	6	0	0	1	0	0	0	0	0	0	17	1	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1480	500	723	486	162	0	42	108	6	196	0	8	14	1	1	6	0	46	29	39	41	38	0	18	2	29	7	3	0	0	1	27	8	0	0	12	23	2	4	5	0	0	6	34	7	0	1	1	0	0	0	26	4	1	0	10	1	3	1	4	4	3	4	1	3	0	0	1	0	1	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	1375	402	456	315	153	0	55	183	6	188	0	2	10	0	1	14	3	61	31	51	83	35	0	24	2	29	7	5	0	0	1	28	7	0	0	12	14	2	5	8	0	0	6	61	9	0	2	0	0	0	0	16	7	1	0	13	1	7	1	1	7	5	5	0	2	0	1	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1306	502	403	308	147	5	36	115	5	190	0	10	17	0	1	7	4	75	37	36	38	40	0	16	1	38	4	2	0	0	2	28	9	0	0	12	20	3	5	7	0	0	6	67	4	0	1	0	0	0	0	9	4	2	0	18	0	5	1	1	7	2	3	1	1	0	1	1	1	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1575	494	569	710	196	155	49	89	5	216	0	10	10	0	3	14	11	62	33	52	99	47	0	24	2	44	7	10	1	0	1	38	9	0	0	23	13	2	3	9	0	0	7	54	3	0	2	1	0	0	0	21	8	1	0	19	8	9	1	2	7	5	8	0	1	0	2	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1578	620	574	772	196	294	67	168	7	237	0	21	11	0	5	15	28	118	35	64	50	67	0	27	0	64	2	16	3	0	3	40	13	0	0	23	9	2	12	8	0	0	18	77	5	0	1	0	0	0	0	24	7	1	0	30	3	5	1	2	8	3	7	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1658	622	771	520	229	480	174	137	7	198	1	15	16	0	4	15	21	188	27	36	31	93	0	24	0	93	16	18	2	7	3	36	19	2	0	74	17	2	7	4	0	0	9	46	5	0	1	0	0	0	0	10	5	2	0	26	4	9	1	2	11	5	6	1	0	0	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1532	662	814	897	195	423	159	93	9	262	2	16	13	0	11	11	34	182	42	45	39	91	1	24	1	92	12	15	2	3	1	35	9	0	0	47	16	3	12	9	0	0	14	64	2	0	1	0	0	0	0	32	8	2	0	24	12	10	1	3	7	2	8	1	1	0	7	0	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	1271	715	814	645	201	278	196	233	6	365	2	19	29	0	13	21	36	255	44	48	28	100	0	40	5	99	17	29	1	7	1	43	45	0	0	49	20	2	8	8	0	0	11	56	5	0	2	0	0	0	0	25	5	1	0	24	8	11	1	5	10	3	5	1	1	1	2	1	0	2	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1335	801	839	2036	359	348	210	119	6	361	0	19	20	0	13	14	15	305	55	47	109	103	2	22	1	115	8	20	2	1	3	42	23	0	0	30	24	5	19	10	0	0	10	54	6	0	1	0	0	0	0	20	8	1	0	21	8	21	1	2	9	3	5	1	0	0	5	0	0	4	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1292	778	725	1286	415	372	236	106	3	313	0	20	26	2	20	42	16	324	52	62	62	92	1	32	3	101	12	8	1	12	2	48	16	0	0	57	18	3	15	8	1	0	15	46	3	0	1	0	0	0	0	71	3	1	0	22	8	7	2	6	8	6	5	1	0	4	3	2	0	6	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	925	823	801	1260	389	330	400	97	8	338	3	29	22	7	17	52	35	297	72	51	44	211	2	36	6	156	20	7	3	15	4	40	18	0	1	100	20	3	15	11	0	0	13	49	4	0	3	1	0	0	0	32	10	1	0	23	9	13	2	6	12	3	6	1	0	1	7	1	0	5	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	904	825	839	1021	352	408	303	93	5	331	2	22	26	22	17	78	14	263	67	63	513	165	1	59	4	133	23	12	2	15	3	47	19	0	3	52	19	3	18	7	0	0	14	51	8	6	0	0	0	0	0	47	8	1	0	17	8	12	2	10	10	2	7	1	0	6	3	1	0	7	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1968	732	867	986	1766	416	472	304	322	6	332	5	46	25	25	23	127	19	292	62	563	71	80	1	73	5	91	25	4	2	17	4	50	38	0	6	58	23	2	13	11	1	0	15	38	3	14	0	0	0	0	0	43	6	1	0	17	6	15	2	5	10	3	7	1	0	0	1	2	0	5	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	986	823	903	1422	362	604	354	116	10	332	6	46	28	32	41	113	14	337	41	50	149	127	1	65	5	144	20	6	4	15	3	239	23	0	3	54	30	2	11	10	0	0	16	40	9	12	0	0	0	0	0	46	8	3	0	24	9	11	3	6	12	6	7	2	27	0	3	29	0	4	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	935	853	1272	1803	374	370	450	106	5	359	48	63	43	20	33	105	13	68	44	48	100	137	1	58	3	146	23	5	6	22	5	35	16	0	5	52	30	6	19	15	0	0	17	27	2	13	1	1	0	0	0	58	8	3	0	22	9	10	6	5	12	3	4	2	0	0	3	4	0	5	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	1131	1020	1259	1510	354	361	491	123	26	322	210	108	53	25	54	157	13	64	53	527	61	162	0	63	5	178	77	5	8	24	4	51	20	0	1	84	36	4	20	16	0	0	13	34	6	21	1	0	0	0	0	50	9	2	0	22	7	13	5	3	6	6	5	2	0	0	4	3	0	5	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	7	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1216	1039	871	2121	395	213	481	123	72	383	189	101	115	24	43	135	11	51	61	48	465	155	5	68	3	178	45	7	15	20	4	45	31	0	6	61	37	2	15	13	0	0	14	47	3	13	1	0	0	0	0	52	14	2	0	20	5	15	8	1	8	2	5	1	0	1	5	3	0	4	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	18	0	0	4	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2344	1046	816	2047	433	148	491	129	93	312	151	84	106	27	103	120	16	61	76	40	122	154	2	59	3	160	58	7	6	22	6	49	21	0	14	65	40	3	8	16	0	0	15	24	8	10	1	1	0	7	0	56	44	1	0	24	6	16	5	3	9	5	6	0	0	0	3	3	0	5	0	0	1	0	5	3	0	0	0	0	1	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2597	1117	937	1810	427	311	511	115	101	458	168	131	98	31	49	107	29	28	90	57	377	163	5	56	1	188	55	4	2	22	6	45	31	0	18	122	36	6	19	16	0	0	13	70	7	11	0	1	0	1	3	54	20	2	0	20	7	19	6	2	11	0	8	1	0	1	4	4	0	4	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	18	0	0	4	3	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1975	3943	1447	795	2141	530	316	746	159	279	494	184	197	134	65	73	91	48	19	124	75	160	169	2	52	4	181	43	10	8	36	10	47	51	0	15	136	43	2	24	13	0	0	15	49	11	9	1	6	0	2	21	59	22	3	0	21	7	24	8	3	7	3	9	1	0	1	1	3	0	6	0	0	0	6	9	0	0	0	0	0	1	0	0	0	0	25	0	0	4	6	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	4687	1900	938	2614	559	539	1164	439	299	506	735	301	232	73	182	168	64	23	185	69	175	198	3	59	7	203	47	8	25	35	11	47	53	0	17	228	66	7	32	21	0	2	30	61	7	25	0	3	0	3	31	54	18	5	0	20	21	18	11	6	10	3	86	2	0	1	1	4	0	2	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	12	0	0	2	5	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1977	4748	2063	853	2574	597	601	1095	306	233	490	423	538	251	62	606	158	213	23	166	58	538	180	6	51	4	200	38	18	18	110	23	54	74	0	27	100	59	9	25	14	0	0	33	66	6	6	0	1	0	11	42	38	19	4	0	16	11	145	11	4	30	4	7	7	0	0	0	10	0	2	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	20	0	0	3	6	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	4624	1857	896	2610	542	484	1314	354	167	524	526	477	244	84	613	130	406	18	174	54	288	209	16	57	10	222	64	11	24	45	31	70	60	0	20	13	38	39	41	15	0	0	37	50	3	11	0	1	0	14	16	18	21	5	0	15	11	4	8	2	30	5	4	5	0	0	0	7	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	3	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	4453	1930	1019	2926	513	481	1270	393	125	479	570	349	326	83	507	172	424	52	132	59	220	222	349	82	6	221	60	22	12	83	77	59	48	0	14	12	12	26	39	41	0	1	41	44	13	6	0	2	0	52	5	37	24	10	1	15	13	3	10	2	37	3	5	2	0	0	1	6	0	3	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	16	0	0	3	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5063	2318	1120	3197	550	458	973	419	114	622	721	448	312	244	212	219	545	11	274	51	335	275	241	135	7	352	55	40	28	80	60	79	61	0	13	3	4	49	38	30	0	5	37	28	8	43	0	3	0	57	11	57	112	7	9	8	19	1	7	2	102	4	2	0	0	0	0	15	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	12	0	0	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4435	2193	2807	2654	713	440	896	388	120	406	273	304	223	228	43	389	329	113	189	77	256	447	131	59	73	502	5	8	22	82	54	72	55	0	20	8	4	34	20	38	0	11	30	33	8	4	1	1	0	6	12	38	30	7	14	13	6	2	2	2	52	2	2	0	0	2	1	13	0	3	0	0	0	2	5	0	0	0	0	0	2	0	0	0	0	9	0	0	3	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4400	1648	1507	1989	701	480	758	351	100	451	51	322	187	216	45	191	370	4	186	59	520	420	39	79	86	461	13	60	18	112	48	160	70	0	13	9	3	22	29	36	0	8	94	15	7	18	0	1	0	0	10	43	22	7	24	17	15	2	4	3	41	2	3	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3631	1603	2371	3037	895	371	635	388	122	511	90	238	200	202	52	139	388	10	152	83	198	469	63	157	140	471	8	18	34	99	55	71	58	0	11	6	2	30	19	41	0	11	41	12	6	6	0	1	0	0	12	18	25	3	18	12	6	1	1	9	38	3	2	0	0	0	0	13	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4607	1776	2442	3269	868	380	778	441	143	654	122	247	308	271	30	173	275	11	253	59	183	472	62	101	164	521	8	65	96	36	34	70	58	0	21	4	2	27	27	36	0	64	52	20	6	8	1	0	0	0	9	33	30	8	17	18	5	2	0	19	195	1	0	2	0	0	0	13	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3628	2126	1291	2763	1032	278	820	737	214	633	121	324	207	242	40	157	292	10	203	62	196	312	35	65	110	293	13	15	99	21	40	88	77	0	32	4	2	75	13	48	1	29	52	14	8	9	0	2	0	0	11	17	27	5	15	19	14	3	3	22	0	2	4	1	0	0	0	11	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4739	1968	1152	2342	731	212	821	524	257	667	59	164	217	265	15	173	256	6	231	74	189	391	21	92	72	274	5	37	76	18	33	45	66	0	29	5	3	60	23	49	0	15	59	498	8	6	0	1	2	0	11	538	33	3	2	24	13	1	1	11	0	1	6	0	0	0	0	7	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4160	1532	1324	2717	1037	263	855	437	365	870	48	141	175	265	44	186	160	5	180	71	162	394	9	67	81	277	17	47	66	4	27	61	80	0	32	6	2	43	11	47	0	4	55	16	11	4	0	4	0	0	11	63	35	1	6	13	6	2	3	15	0	1	12	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5197	1354	1186	2392	856	309	667	370	380	999	60	171	274	228	28	208	128	0	264	81	179	375	0	66	55	283	11	42	55	3	35	61	96	0	44	5	3	32	5	41	0	9	37	22	8	8	0	3	0	0	12	43	47	1	6	9	11	3	3	14	0	1	14	0	0	0	0	14	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3889	1563	1242	2938	714	204	644	722	434	1128	141	157	163	231	19	241	158	8	274	48	189	349	0	45	53	287	18	102	118	7	47	59	86	0	27	4	1	31	14	49	5	4	63	13	9	5	0	3	0	0	12	84	42	0	6	13	8	7	2	15	0	3	2	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4348	2096	1255	2147	1107	215	602	352	561	1044	195	192	189	305	30	241	158	10	309	40	166	386	8	43	80	272	84	40	87	17	49	72	72	0	40	1	0	20	11	44	0	5	70	15	10	15	0	10	0	0	10	61	36	1	4	11	11	1	2	18	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3181	1307	1123	2020	1205	250	550	311	517	1232	160	148	169	355	91	272	141	7	278	51	158	334	7	54	89	273	39	38	68	3	35	69	60	0	24	0	0	24	11	56	0	1	77	10	13	8	0	13	0	0	12	72	32	1	3	11	0	2	2	20	0	6	3	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
