Year	Y	A	I	C	D	NAS	HE	S	GA	L	EP	TD	J	ED	HH	PREX	E	FS	T	SI	LC	AE	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	W	NF	ER	CS	P	FT	FR	FW	PE	GP	IC	SSA	AA	N	HS	PRVP	CSA	FE	CC	SE	NMB	MS	LR	AC	FP	NCU	IA	CAB	RR	FCA	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	CZ	DC	ID	NHA	B	SS	OP	FO	PA	FCD	CA	X	AR	ES	FM	NASA	F	DP	CNF	Z	SB	G	GB	ICA	RNB	FF	H	II	U	OUC	MB	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1992	3520	1205	923	1971	1267	241	717	386	914	919	142	203	226	372	63	445	123	2	244	48	187	416	5	81	26	293	2	67	43	6	40	61	80	0	35	0	0	52	16	40	0	3	104	14	10	10	0	9	0	0	13	48	55	1	5	18	8	0	4	69	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2664	1085	846	3156	759	92	678	472	634	902	102	179	252	316	52	404	122	0	222	42	135	405	3	144	24	287	3	23	33	8	33	69	79	0	35	0	0	13	10	47	0	1	73	14	8	16	0	12	33	0	13	39	45	0	3	8	4	0	1	7	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3288	894	588	1813	680	103	640	308	272	774	99	172	243	295	68	369	140	1	241	42	125	415	2	58	42	297	3	11	20	3	42	47	65	0	46	0	0	12	12	55	0	1	96	19	14	3	0	16	35	0	13	71	73	1	1	10	5	0	0	10	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	2988	869	803	1774	561	629	758	207	248	714	156	204	249	378	89	424	151	4	250	42	118	437	4	53	32	326	2	12	13	8	55	48	65	0	34	0	0	14	14	66	0	1	85	1444	23	0	1	19	15	0	13	102	78	1	3	25	8	0	0	6	0	4	5	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	2947	630	1060	1634	472	43	841	175	182	701	45	230	273	370	153	386	67	1	236	28	115	619	5	58	18	492	2	10	18	9	11	52	191	0	41	0	0	14	28	70	0	8	24	0	26	0	0	18	14	0	14	190	73	2	2	18	6	0	2	7	0	3	7	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3301	856	757	1646	506	33	701	176	287	652	71	200	421	510	93	232	62	5	258	32	117	582	8	69	25	483	2	3	24	8	38	69	46	0	25	0	0	11	16	58	0	13	22	1	51	0	0	20	21	0	11	199	66	2	1	24	0	0	1	8	0	6	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	2990	613	661	1195	512	34	767	175	302	666	80	156	284	457	110	189	52	0	235	32	88	587	12	69	27	466	2	21	11	9	33	67	45	0	25	0	0	13	37	58	0	2	24	0	28	0	0	21	4	0	10	184	54	1	4	343	8	0	2	10	0	4	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3120	1016	13010	3060	528	50	638	291	270	729	96	228	238	434	128	278	78	3	298	478	165	646	77	71	21	522	3	40	5	13	25	57	15	0	38	0	17	28	250	50	2	2	30	0	41	6	0	18	4	0	14	196	82	5	2	24	0	0	4	6	30	5	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3245	568	626	857	471	75	611	100	88	578	53	113	329	332	31	170	46	2	251	16	76	377	32	58	18	293	2	41	12	21	18	75	23	0	34	0	0	16	4	66	0	1	28	0	42	0	0	21	3	0	16	203	68	2	1	16	3	0	6	5	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2365	468	604	657	337	20	309	34	35	453	23	118	178	142	12	165	14	0	212	21	72	243	23	34	14	239	0	11	6	4	13	55	25	0	12	0	0	5	3	35	0	0	28	0	24	0	0	24	0	0	8	188	18	1	8	69	0	0	2	4	0	4	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2783	431	589	623	269	22	272	38	29	417	38	84	135	147	13	140	12	1	169	21	76	239	29	42	9	225	0	12	9	12	9	52	24	0	6	0	0	6	5	52	0	5	20	0	26	0	1	26	0	0	0	169	18	1	0	6	0	0	3	7	0	8	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3298	402	729	562	264	20	235	16	9	452	27	77	108	88	20	130	11	0	194	17	83	230	11	47	7	218	1	1	12	1	8	46	43	0	11	0	0	3	2	55	0	0	19	0	19	0	0	55	0	0	0	160	17	2	3	19	0	0	1	5	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2694	853	459	330	229	15	171	15	8	312	15	58	79	66	15	81	6	10	103	11	50	255	1	24	4	241	0	0	9	0	5	338	9	0	8	0	0	0	2	70	0	1	33	0	17	0	0	17	0	0	0	126	21	0	1	19	0	0	0	8	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2218	283	218	236	180	8	140	5	11	287	3	24	27	47	3	46	6	0	41	7	51	239	3	44	16	228	0	0	4	0	4	24	6	0	8	0	0	2	2	617	0	3	2	0	12	0	0	16	0	0	0	95	9	0	0	20	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2783	296	164	258	166	2	139	16	1	244	14	11	37	48	10	55	26	0	46	5	46	227	0	27	13	197	0	0	7	0	1	31	4	0	4	0	0	0	0	56	0	5	5	0	18	0	0	10	0	0	19	80	16	0	1	16	0	0	1	8	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2511	215	155	309	327	5	158	8	2	1787	7	26	26	36	6	53	9	0	51	8	55	45	0	33	12	25	0	0	13	2	0	25	0	0	12	0	0	0	1	58	0	0	3	0	9	0	0	7	0	0	0	84	11	0	0	22	0	0	0	5	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1991	130	140	222	179	7	73	24	2	22	4	36	22	35	0	58	3	0	55	3	16	158	0	18	9	98	0	0	14	2	1	15	0	0	5	0	0	0	0	104	0	191	6	0	7	0	0	8	0	0	0	69	22	0	0	8	0	0	0	7	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2716	90	282	204	182	4	187	12	0	17	0	28	23	10	0	39	3	0	15	10	28	624	3	15	14	600	1	0	5	0	2	24	0	0	4	0	0	0	0	39	0	1	3	0	6	0	0	15	1	0	0	62	16	0	0	10	0	0	1	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1849	59	89	84	138	11	95	8	0	5	0	15	23	11	0	23	1	0	11	8	19	33	0	13	8	16	0	1	5	2	0	25	0	0	3	0	0	0	0	1	0	0	9	0	5	0	0	7	0	0	0	78	12	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	403	38	48	33	112	4	38	6	0	6	0	11	12	20	1	17	3	0	4	6	20	14	0	12	3	9	0	0	3	0	0	9	0	0	3	0	0	0	0	2	0	0	1	0	6	0	0	3	0	0	0	79	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	730	39	10	32	38	4	116	4	0	5	0	10	8	6	1	15	1	0	1	2	8	7	0	13	7	3	0	0	2	0	0	4	0	0	2	0	0	0	0	1	0	0	1	0	7	0	0	3	0	0	0	45	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	382	18	3	10	37	0	38	2	0	1	0	4	0	7	2	18	0	0	0	5	2	60	0	9	4	57	0	0	0	0	0	5	0	0	1	0	0	0	0	3	0	0	1	0	2	0	0	2	0	0	0	40	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	24	5	0	5	11	0	34	1	0	0	0	0	0	4	1	14	0	0	0	2	1	1	0	8	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	9	0	0	2	8	0	23	1	0	0	0	0	0	5	1	6	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
