Google	1193471
Internet Archive	20602
University of Michigan	3693
Cornell University	2143
Texas A&M University	1838
University of California, Berkeley	975
Northwestern University	544
University of Illinois at Urbana-Champaign	279
	172
University of Missouri, Columbia	156
Yale University	121
Columbia University	56
Boston College	18
Emory University	15
The Getty Research Institute	13
University of Washington	7
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
