Congressional Record	1175	7010	16.76
Statistical Abstract	160	192	83.33
United States Reports	733	1341	54.66
Foreign Relations	1040	4258	24.42
Congressional Serial Set	21327	53059	40.19
Civil Rights Commission	876	2765	31.68
Economic Report Of The President	59	240	24.58
