Y	SuDocs	0
Y 4	Y	87548
Y 3	Y	30350
Y 1	Y	10490
Y 10	Y	611
Y 7	Y	91
Y 2	Y	2
Y 11	Y	1
Y 5	Y	2
Y 44	Y	1
Y 9	Y	3
Y 22	Y	1
Y 215	Y	1
Y 200	Y	1
Y 8	Y	1
PR	SuDocs	0
PR 36	PR	110
PR 37	PR	98
PR 39	PR	94
PR 32	PR	252
PR 40	PR	196
PR 38	PR	13
PR 34	PR	32
PR 35	PR	31
PR 33	PR	37
PR 41	PR	47
PR 42	PR	123
PR 31	PR	6
PR 44	PR	5
PR 43	PR	35
PR 28	PR	2
PR 3638	PR	1
PR 30	PR	11
PR 26	PR	2
PR 29	PR	1
C	SuDocs	0
C 13	C	4346
C 1	C	544
C 56	C	480
C 3	C	8804
C 57	C	256
C 39	C	130
C 55	C	2452
C 46	C	231
C 59	C	124
C 18	C	874
C 51	C	176
C 47	C	120
C 30	C	252
C 62	C	14
C 61	C	907
C 60	C	117
C 3261	C	2
C 58	C	26
C 4	C	362
C 31	C	189
C 21	C	154
C 41	C	213
C 37	C	53
C 50	C	3
C 42	C	158
C 25	C	10
C 5	C	10
C 43	C	4
C 53	C	1
C 28	C	2
C 14	C	6
C 134	C	1
C 23	C	11
C 52	C	55
C 7	C	6
C 63	C	20
C 10	C	7
C 22	C	1017
C 6	C	62
C 8	C	2
C 35	C	5
C 12	C	1
C 123	C	1
C 40	C	51
C 9	C	4
C 48	C	4
C 45	C	7
C 54	C	5
C 15	C	2
C 2	C	2
C 36	C	1
C 24	C	1
C 11	C	12
C 49	C	1
C 17	C	1
C 32	C	1
C 44	C	1
C 103	C	1
LC	SuDocs	0
LC 4	LC	28
LC 35	LC	8
LC 1	LC	394
LC 26	LC	58
LC 12	LC	7
LC 19	LC	185
LC 30	LC	132
LC 5	LC	13
LC 42	LC	17
LC 39	LC	41
LC 24	LC	14
LC 6	LC	8
LC 40	LC	12
LC 29	LC	10
LC 25	LC	9
LC 14	LC	287
LC 33	LC	25
LC 2	LC	35
LC 3	LC	132
LC 17	LC	10
LC 43	LC	5
LC 41	LC	14
LC 23	LC	6
LC 9	LC	7
LC 1016	LC	13
LC 10	LC	1
LC 31	LC	2
LC 38	LC	1
LC 37	LC	1
LC 27	LC	1
HE	SuDocs	0
HE 17	HE	146
HE 20	HE	8653
HE 3	HE	270
HE 21	HE	35
HE 19	HE	553
HE 1	HE	448
HE 23	HE	415
HE 22	HE	298
HE 5	HE	180
HE 8202	HE	1
HE 18	HE	5
HE 24	HE	48
HE 25	HE	25
HE 6502	HE	1
HE 81	HE	1
HE 30	HE	2
I	SuDocs	0
I 27	I	624
I 29	I	2215
I 20	I	226
I 49	I	2957
I 1	I	1714
I 22	I	4
I 28	I	9727
I 19	I	7853
I 66	I	54
I 18	I	8
I 70	I	74
I 53	I	778
I 16	I	157
I 69	I	57
I 35	I	10
I 63	I	19
I 33	I	84
I 68	I	1
I 13	I	1
I 21	I	9
I 11	I	1
I 1198	I	1
I 72	I	128
I 23	I	6
I 52	I	2
I 42	I	1
I 71	I	22
I 48	I	4
I 73	I	4
I 2823	I	1
I 67	I	45
I 24	I	14
I 74	I	1
I 12	I	3
I 25	I	1
I 64	I	5
I 92	I	1
I 7	I	3
I 17	I	1
I 10	I	2
I 5	I	1
I 44	I	3
I 43	I	1
I 219	I	1
I 191	I	1
I 9	I	1
I 47	I	1
I 19013	I	1
I 36	I	1
I 31	I	1
I 34	I	1
I 198	I	1
EP	SuDocs	0
EP 4	EP	111
EP 1	EP	4120
EP 2	EP	319
EP 7	EP	91
EP 6	EP	122
EP 5	EP	205
EP 116	EP	1
EP 8	EP	13
EP 11	EP	15
EP 3	EP	35
EP 10	EP	4
L	SuDocs	0
L 2	L	2708
L 1	L	787
L 36	L	316
L 37	L	423
L 35	L	350
L 38	L	312
L 29	L	194
L 7	L	56
L 28	L	4
L 22	L	25
L 5	L	90
L 13	L	422
L 8	L	1
L 26	L	2
L 16	L	182
L 20	L	12
L 31	L	1
L 15	L	2
L 23	L	14
L 33	L	2
L 39	L	9
L 40	L	31
L 34	L	4
L 3	L	3
L 27	L	1
L 25	L	3
L 14	L	1
L 47	L	1
L 18	L	1
L 19	L	2
L 21	L	1
NS	SuDocs	0
NS 1	NS	364
NS 2	NS	3
FS	SuDocs	0
FS 13	FS	140
FS 5	FS	1055
FS 14	FS	170
FS 2	FS	444
FS 3	FS	159
FS 10	FS	5
FS 9	FS	19
FS 17	FS	95
FS 1	FS	24
FS 6	FS	7
FS 15	FS	5
FS 11	FS	4
FS 7	FS	2
FS 4	FS	13
FS 22	FS	1
FS 16	FS	3
FS 8	FS	2
FS 12	FS	1
D	SuDocs	0
D 101	D	7261
D 114	D	429
D 214	D	381
D 207	D	407
D 104	D	70
D 103	D	2133
D 14	D	67
D 7	D	124
D 210	D	202
D 1	D	703
D 201	D	306
D 5	D	642
D 301	D	5358
D 108	D	8
D 209	D	95
D 213	D	31
D 12	D	66
D 202	D	28
D 102	D	36
D 208	D	176
D 2	D	110
D 119	D	27
D 304	D	16
D 206	D	305
D 110	D	61
D 212	D	6
D 305	D	116
D 211	D	84
D 215	D	3
D 218	D	8
D 11	D	1
D 3	D	12
D 105	D	72
D 106	D	19
D 10	D	17
D 109	D	16
D 302	D	11
D 216	D	9
D 221	D	33
D 118	D	3
D 117	D	1
D 13	D	5
D 15	D	42
D 303	D	1
D 112	D	1
D 203	D	24
D 219	D	3
D 113	D	1
D 111	D	3
D 205	D	9
D 116	D	2
D 220	D	1
D 4	D	5
D 120	D	1
D 217	D	124
D 01	D	1
D 17	D	2
D 204	D	1
HH	SuDocs	0
HH 1	HH	1374
HH 7	HH	9
HH 10	HH	2698
HH 13	HH	15
HH 14	HH	5
HH 2	HH	14
HH 3	HH	4
HH 12	HH	2
HH 6	HH	2
HH 20	HH	1
GA	SuDocs	0
GA 1	GA	6325
GA 113	GA	1
A	SuDocs	0
A 67	A	152
A 13	A	13088
A 109	A	27
A 105	A	202
A 89	A	36
A 93	A	694
A 72	A	8
A 1	A	6789
A 84	A	23
A 95	A	1
A 57	A	1582
A 98	A	169
A 77	A	411
A 102	A	2
A 82	A	94
A 92	A	199
A 101	A	139
A 88	A	233
A 106	A	73
A 36	A	184
A 43	A	43
A 17	A	1211
A 22	A	11
A 10	A	159
A 31	A	1
A 5	A	113
A 68	A	44
A 4	A	224
A 6	A	18
A 76	A	2
A 107	A	28
A 21	A	40
A 110	A	68
A 19	A	92
A 103	A	27
A 108	A	10
A 111	A	19
A 47	A	20
A 114	A	3
A 113	A	5
A 94	A	25
A 53	A	1
A 56	A	334
A 80	A	10
A 32	A	1
A 7	A	48
A 26	A	11
A 62	A	58
A 104	A	23
A 112	A	28
A 49	A	1
