Y 4	87548	Congress
Y 3	30350	Congress
A 13	13088	Agriculture
Y 1	10490	Congress
NAS 1	10146	National Aeronautics and Space Administration
I 28	9727	Interior Department
C 3	8804	Commerce Department
HE 20	8653	Health and Human Services Department
I 19	7853	Interior Department
D 101	7261	Defense Department
A 1	6789	Agriculture
GA 1	6325	Government Accountability Office
D 301	5358	Defense Department
S 1	4884	State Department
C 13	4346	Commerce Department
EP 1	4120	Environmental protection Agency
ED 1	3204	Education Department
I 49	2957	Interior Department
S 9	2874	State Department
L 2	2708	Labor Department
HH 10	2698	Housing and Urban Development Department
C 55	2452	Commerce Department
E 1	2217	Energy Department
I 29	2215	Interior Department
D 103	2133	Defense Department
FEM 1	2078	
I 1	1714	Interior Department
A 57	1582	Agriculture
HH 1	1374	Housing and Urban Development Department
AE 2	1291	National Archives and Records Administration
TD 2	1235	Transportation Department
PREX 3	1235	Executive Office of the President
A 17	1211	Agriculture
J 1	1095	Justice Department
FS 5	1055	
C 22	1017	Commerce Department
J 28	1008	Justice Department
C 61	907	Commerce Department
GS 4	903	General Services Administration
SI 1	889	Smithsonian Institution
C 18	874	Commerce Department
TD 1	814	Transportation Department
TD 4	802	Transportation Department
L 1	787	Labor Department
I 53	778	Interior Department
ITC 1	760	International Trade Commission
D 1	703	Defense Department
A 93	694	Agriculture
TD 8	646	Transportation Department
D 5	642	Defense Department
TC 1	626	
I 27	624	Interior Department
T 22	615	Treasury Department
SBA 1	611	Small Business Administration
Y 10	611	Congress
VA 1	590	Veterans Affairs Department
TD 7	567	Transportation Department
HE 19	553	Health and Human Services Department
C 1	544	Commerce Department
J 26	533	Justice Department
TD 5	508	Transportation Department
CR 1	486	Civil Rights Commission
C 56	480	Commerce Department
J 32	472	Justice Department
PM 1	454	Personnel Management Office
J 29	448	Justice Department
HE 1	448	Health and Human Services Department
FS 2	444	
D 114	429	Defense Department
L 37	423	Labor Department
L 13	422	Labor Department
HE 23	415	Health and Human Services Department
A 77	411	Agriculture
D 207	407	Defense Department
LC 1	394	Library of Congress
ER 1	385	
D 214	381	Defense Department
NS 1	364	National Science Foundation
C 4	362	Commerce Department
L 35	350	Labor Department
A 56	334	Agriculture
SI 3	334	Smithsonian Institution
EP 2	319	Environmental protection Agency
L 36	316	Labor Department
PREX 1	313	Executive Office of the President
L 38	312	Labor Department
E 3	311	Energy Department
CS 1	310	
D 201	306	Defense Department
D 206	305	Defense Department
HE 22	298	Health and Human Services Department
LC 14	287	Library of Congress
AE 1	287	National Archives and Records Administration
HE 3	270	Health and Human Services Department
C 57	256	Commerce Department
PR 32	252	President of the United States
C 30	252	Commerce Department
FT 1	248	Federal Trade Commission
P 1	240	United States Postal Service
T 17	235	Treasury Department
A 88	233	Agriculture
FR 1	233	Federal Reserve System Board of Governors
C 46	231	Commerce Department
I 20	226	Interior Department
A 4	224	Agriculture
JU 13	218	Judiciary
PREX 2	218	Executive Office of the President
C 41	213	Commerce Department
T 1	210	Treasury Department
EP 5	205	Environmental protection Agency
D 210	202	Defense Department
A 105	202	Agriculture
A 92	199	Agriculture
PR 40	196	President of the United States
L 29	194	Labor Department
S 18	193	State Department
C 31	189	Commerce Department
LC 19	185	Library of Congress
A 36	184	Agriculture
L 16	182	Labor Department
FW 4	180	
HE 5	180	Health and Human Services Department
D 208	176	Defense Department
C 51	176	Commerce Department
IC 1	175	Interstate Commerce Commission
FS 14	170	
A 98	169	Agriculture
PE 1	165	Peace Corps
TD 3	160	Transportation Department
A 10	159	Agriculture
NF 3	159	National Foundation on the Arts and the Humanities
FS 3	159	
C 42	158	Commerce Department
I 16	157	Interior Department
SSA 1	156	Social Security Administration
C 21	154	Commerce Department
A 67	152	Agriculture
HE 17	146	Health and Human Services Department
FS 13	140	
A 101	139	Agriculture
A 9	136	Agriculture
LC 3	132	Library of Congress
GS 1	132	General Services Administration
LC 30	132	Library of Congress
W 1	131	
NF 2	130	National Foundation on the Arts and the Humanities
C 39	130	Commerce Department
J 24	129	Justice Department
I 72	128	Interior Department
E 2	127	Energy Department
AA 1	125	
D 217	124	Defense Department
D 7	124	Defense Department
C 59	124	Commerce Department
PR 42	123	President of the United States
EP 6	122	Environmental protection Agency
C 47	120	Commerce Department
J 21	117	Justice Department
C 60	117	Commerce Department
D 305	116	Defense Department
A 5	113	Agriculture
GP 3	111	Government Printing Office
EP 4	111	Environmental protection Agency
D 2	110	Defense Department
PR 36	110	President of the United States
T 70	107	Treasury Department
FE 1	105	
JU 10	98	Judiciary
PR 37	98	President of the United States
FS 17	95	
D 209	95	Defense Department
A 82	94	Agriculture
PR 39	94	President of the United States
A 19	92	Agriculture
Y 7	91	Congress
EP 7	91	Environmental protection Agency
L 5	90	Labor Department
T 63	86	Treasury Department
PREX 14	85	Executive Office of the President
D 211	84	Defense Department
I 33	84	Interior Department
SE 1	84	Securities and Exchange Commission
PREX 26	83	Executive Office of the President
SI 8	83	Smithsonian Institution
CC 1	79	Federal Communications Commission
I 70	74	Interior Department
PRVP 42	73	Vice President of the United States
MS 1	73	Merit Systems Protection Board
A 106	73	Agriculture
D 105	72	Defense Department
CSA 1	72	
LR 1	72	National Labor Relations Board
D 104	70	Defense Department
HS 5	69	Homeland Security
A 110	68	Agriculture
FP 1	67	
D 14	67	Defense Department
D 12	66	Defense Department
NMB 1	64	National Mediation Board
AC 1	63	
C 6	62	Commerce Department
D 110	61	Defense Department
PREX 10	61	Executive Office of the President
SI 2	59	Smithsonian Institution
J 16	59	Justice Department
SI 6	59	Smithsonian Institution
A 62	58	Agriculture
GP 1	58	Government Printing Office
LC 26	58	Library of Congress
TD 11	57	Transportation Department
I 69	57	Interior Department
GS 2	57	General Services Administration
NCU 1	57	National Credit Union Administration
L 7	56	Labor Department
C 52	55	Commerce Department
I 66	54	Interior Department
C 37	53	Commerce Department
C 40	51	Commerce Department
S 5	50	State Department
A 7	48	Agriculture
J 34	48	Justice Department
HE 24	48	Health and Human Services Department
TD 10	48	Transportation Department
PR 41	47	President of the United States
IA 1	46	
I 67	45	Interior Department
PREX 23	44	Executive Office of the President
A 68	44	Agriculture
E 4	43	Energy Department
T 12	43	Treasury Department
A 43	43	Agriculture
D 15	42	Defense Department
LC 39	41	Library of Congress
E 6	40	Energy Department
A 21	40	Agriculture
PREX 8	40	Executive Office of the President
T 27	39	Treasury Department
N 6	38	
PR 33	37	President of the United States
W 7	36	
D 102	36	Defense Department
A 89	36	Agriculture
EP 3	35	Environmental protection Agency
PR 43	35	President of the United States
LC 2	35	Library of Congress
HE 21	35	Health and Human Services Department
T 66	34	Treasury Department
GS 12	34	General Services Administration
D 221	33	Defense Department
CAB 1	32	
PR 34	32	President of the United States
L 40	31	Labor Department
PREX 9	31	Executive Office of the President
PR 35	31	President of the United States
D 213	31	Defense Department
FCA 1	31	Farm Credit Administration
RR 1	31	Railroad Retirement Board
W 3	30	
PREX 22	30	Executive Office of the President
GS 6	29	General Services Administration
E 5	29	Energy Department
A 112	28	Agriculture
W 49	28	
J 25	28	Justice Department
A 107	28	Agriculture
D 202	28	Defense Department
SI 11	28	Smithsonian Institution
LC 4	28	Library of Congress
W 109	27	
A 103	27	Agriculture
D 119	27	Defense Department
A 109	27	Agriculture
C 58	26	Commerce Department
T 28	26	Treasury Department
SI 13	26	Smithsonian Institution
A 94	25	Agriculture
HE 25	25	Health and Human Services Department
L 22	25	Labor Department
PREX 7	25	Executive Office of the President
LC 33	25	Library of Congress
NA 1	25	
D 203	24	Defense Department
FS 1	24	
S 19	23	State Department
A 104	23	Agriculture
HS 1	23	Homeland Security
A 84	23	Agriculture
I 71	22	Interior Department
JU 7	22	Judiciary
W 2	21	
A 47	20	Agriculture
C 63	20	Commerce Department
J 23	20	Justice Department
HS 8	19	Homeland Security
NF 4	19	National Foundation on the Arts and the Humanities
A 111	19	Agriculture
D 106	19	Defense Department
PREX 4	19	Executive Office of the President
FS 9	19	
I 63	19	Interior Department
FHL 1	19	
AA 4	18	
J 36	18	Justice Department
A 6	18	Agriculture
NC 2	18	National Capital Planning Commission
D 10	17	Defense Department
T 47	17	Treasury Department
LC 42	17	Library of Congress
D 109	16	Defense Department
D 304	16	Defense Department
FAA 1	16	
TD 9	16	Transportation Department
JU 6	16	Judiciary
W 77	15	
HH 13	15	Housing and Urban Development Department
EP 11	15	Environmental protection Agency
J 31	15	Justice Department
PREX 20	15	Executive Office of the President
MC 1	14	
I 24	14	Interior Department
HH 2	14	Housing and Urban Development Department
L 23	14	Labor Department
PREX 12	14	Executive Office of the President
LC 41	14	Library of Congress
N 1	14	
PREX 15	14	Executive Office of the President
HS 7	14	Homeland Security
LC 24	14	Library of Congress
C 62	14	Commerce Department
FS 4	13	
A 3	13	Agriculture
A 29	13	Agriculture
LC 1016	13	Library of Congress
EP 8	13	Environmental protection Agency
SI 9	13	Smithsonian Institution
T 34	13	Treasury Department
PR 38	13	President of the United States
PREX 17	13	Executive Office of the President
LC 5	13	Library of Congress
C 11	12	Commerce Department
MS 2	12	Merit Systems Protection Board
NA 2	12	
D 3	12	Defense Department
L 20	12	Labor Department
HS 4	12	Homeland Security
TD 12	12	Transportation Department
LC 40	12	Library of Congress
PR 30	11	President of the United States
A 26	11	Agriculture
D 302	11	Defense Department
FW 2	11	
C 23	11	Commerce Department
A 22	11	Agriculture
FMC 1	11	Federal Maritime Commission
MN 6330	10	
A 55	10	Agriculture
A 27	10	Agriculture
A 80	10	Agriculture
A 108	10	Agriculture
S 17	10	State Department
W 79	10	
C 5	10	Commerce Department
C 25	10	Commerce Department
FW 1	10	
LC 17	10	Library of Congress
I 35	10	Interior Department
LC 29	10	Library of Congress
LGA 912	9	
D 205	9	Defense Department
FO 1	9	
ID 1	9	US Agency for International Development
D 216	9	Defense Department
GS 11	9	General Services Administration
L 39	9	Labor Department
I 21	9	Interior Department
CZ 1	9	
SI 4	9	Smithsonian Institution
LC 25	9	Library of Congress
FA 1	9	Fine Arts Commission
JU 2	9	Judiciary
AA 3	9	
HH 7	9	Housing and Urban Development Department
A 85	8	Agriculture
W 73	8	
S 7	8	State Department
JU 11	8	Judiciary
D 218	8	Defense Department
S 3	8	State Department
LC 6	8	Library of Congress
D 108	8	Defense Department
I 18	8	Interior Department
A 72	8	Agriculture
LC 35	8	Library of Congress
M 105	7	
C 45	7	Commerce Department
N 28	7	
N 17	7	
N 10	7	
LC 9	7	Library of Congress
C 10	7	Commerce Department
W 44	7	
T 71	7	Treasury Department
CA 1	7	
FS 6	7	
PREX 18	7	Executive Office of the President
OP 1	7	Overseas Private Investment Corporation
W 10	7	
LC 12	7	Library of Congress
PA 1	6	
J 38	6	Justice Department
B 1	6	Broadcasting Board of Governors
W 34	6	
PR 31	6	President of the United States
LC 23	6	Library of Congress
JU 3	6	Judiciary
I 23	6	Interior Department
C 7	6	Commerce Department
N 11	6	
C 14	6	Commerce Department
D 212	6	Defense Department
SS 1	6	
A 66	5	Agriculture
FS 15	5	
D 4	5	Defense Department
I 64	5	Interior Department
C 54	5	Commerce Department
T 33	5	Treasury Department
C 35	5	Commerce Department
W 108	5	
HH 14	5	Housing and Urban Development Department
A 113	5	Agriculture
PR 44	5	President of the United States
D 13	5	Defense Department
J 27	5	Justice Department
SI 14	5	Smithsonian Institution
W 11	5	
FCD 1	5	
LC 43	5	Library of Congress
FL 5	5	
FS 10	5	
HE 18	5	Health and Human Services Department
FM 1	5	Federal Mediation and Conciliation Service
H 10	4	
NHA 1	4	
FS 11	4	
AA 2	4	
Z 2	4	
W 26	4	
FW 3	4	
P 4	4	United States Postal Service
C 48	4	Commerce Department
C 9	4	Commerce Department
NC 3	4	National Capital Planning Commission
L 34	4	Labor Department
HH 3	4	Housing and Urban Development Department
