Congressional Record	1597	7280	21.94
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1059	4325	24.49
Congressional Serial Set	21388	53377	40.07
Civil Rights Commission	932	2820	33.05
