Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	CR	PM	JU	W	NS	ER	NF	CS	FT	P	FR	FW	GP	PE	IC	SSA	AA	HS	FE	N	MS	SE	PRVP	CC	LR	CSA	FP	NMB	AC	NCU	IA	CAB	NA	M	FCA	RR	FAA	NC	FHL	MC	FMC	MN	LGA	H	ID	NHA	CZ	FL	FA	FO	B	DC	PA	OP	CA	Z	SS	X	FCD	U	FM	SB	AR	G	ES	NASA	ICA	F	DP	CNF	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1997	3412	922	1127	1723	579	821	36	284	295	581	75	245	104	480	535	72	247	6	13	625	36	280	128	503	70	25	2	3	25	10	40	75	0	52	0	30	0	18	13	61	0	23	20	1	56	0	22	12	0	3	74	21	218	25	0	0	2	0	1	8	0	0	0	7	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3103	725	1124	1285	578	907	38	376	324	568	95	189	115	356	491	63	211	0	35	643	42	247	107	483	70	30	2	21	11	8	36	75	0	49	0	26	0	41	15	59	0	25	2	0	32	0	21	11	0	6	60	4	203	346	0	0	1	8	3	10	0	0	0	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3254	1182	2603	3174	593	809	54	482	301	652	112	274	132	299	458	90	295	4	93	685	494	313	179	540	76	28	3	40	6	13	28	66	0	15	0	32	17	260	31	56	2	30	2	0	45	6	18	15	0	3	97	4	208	25	0	0	5	0	4	6	30	0	0	3	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3377	606	975	918	519	744	76	171	107	498	61	131	35	392	349	51	194	2	44	403	24	266	81	306	62	19	2	41	12	22	22	80	0	25	0	35	0	4	20	74	0	45	1	0	46	0	24	17	0	2	83	3	211	17	0	0	2	4	6	5	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2461	514	776	701	369	409	23	42	38	387	29	140	14	239	156	17	170	1	30	262	28	235	78	254	34	16	0	11	6	6	17	62	0	25	0	12	0	3	5	40	0	31	0	0	26	0	27	8	0	8	18	0	194	70	0	0	1	0	3	6	0	0	0	2	4	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2902	466	696	668	299	335	26	43	35	344	46	106	17	156	156	16	154	3	33	249	23	180	82	235	42	9	0	13	10	13	9	57	0	25	0	6	0	7	6	56	0	24	5	0	27	0	30	0	1	0	20	0	198	6	0	0	1	0	4	7	0	0	0	1	9	0	5	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3396	419	761	583	302	289	19	31	10	354	31	102	25	114	104	14	137	5	14	273	22	201	93	261	48	7	1	1	15	1	9	48	0	50	0	11	0	2	3	70	0	23	0	0	20	0	72	0	0	4	20	0	188	20	0	0	2	0	2	6	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2768	879	539	341	256	261	15	19	12	244	19	75	16	93	69	9	92	34	3	301	13	112	58	288	31	4	0	1	10	0	5	369	0	11	0	8	0	2	2	73	0	36	1	0	19	0	27	0	0	1	22	0	148	20	0	0	0	0	0	8	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2334	289	250	247	192	155	8	10	12	220	4	29	4	28	51	7	55	0	3	278	9	46	58	267	44	16	0	0	5	0	4	25	0	6	0	8	0	5	2	665	0	3	3	0	15	0	21	0	0	1	10	0	110	21	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2924	306	175	270	188	157	2	32	2	188	15	15	12	38	51	27	59	0	0	278	7	49	53	238	27	13	0	0	7	0	1	32	0	5	0	4	0	0	0	56	0	5	5	0	19	0	14	19	0	1	18	0	93	18	0	0	0	0	1	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2648	217	165	328	347	225	6	10	2	1003	9	27	6	26	45	10	59	0	0	90	8	54	61	69	34	13	0	0	13	2	0	26	0	0	0	12	0	1	0	58	0	3	0	0	14	0	7	0	0	0	11	0	98	24	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2141	137	153	237	211	105	7	25	2	25	7	39	0	25	40	5	63	0	0	227	4	60	19	146	18	13	0	0	14	2	3	20	0	1	0	6	0	0	0	105	0	6	201	0	12	0	19	0	0	0	22	0	102	8	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2903	104	349	235	212	213	6	12	0	24	0	29	4	26	13	3	41	0	3	719	11	19	30	688	18	14	1	0	7	0	3	35	0	0	0	4	0	0	0	39	0	3	1	0	13	0	21	0	0	0	16	1	76	11	0	0	0	0	1	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2269	68	111	103	166	115	14	8	0	8	1	22	0	25	18	2	26	0	0	78	8	14	24	60	13	8	0	3	9	2	0	30	0	0	0	3	0	0	0	2	0	9	0	0	9	0	14	0	0	0	12	0	88	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1405	42	69	53	143	58	8	6	0	9	0	13	4	17	26	3	19	0	0	61	8	5	27	56	17	7	0	0	5	0	2	12	0	0	0	3	0	0	0	2	0	2	0	0	13	0	7	0	0	0	8	0	79	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1082	42	43	57	79	136	6	4	0	5	2	12	1	8	16	3	18	0	0	497	3	1	11	275	13	11	0	0	2	0	1	4	0	0	0	2	0	0	0	2	0	1	0	0	10	0	5	0	0	0	7	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	620	18	33	34	63	43	2	2	0	2	2	5	2	1	12	0	21	0	0	732	5	1	11	463	9	7	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	1	0	0	3	0	3	0	0	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	377	5	3	16	26	39	2	1	0	0	0	0	1	0	8	0	18	0	0	280	3	1	3	249	8	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	14	2	0	6	19	24	0	1	0	0	0	0	2	0	10	0	9	0	0	217	0	3	1	217	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	1	2	6	3	0	0	0	0	0	0	0	0	2	0	3	0	0	184	1	3	1	184	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
