Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	T	LC	AE	SI	FEM	PR	GS	ITC	TC	SBA	VA	PM	CR	JU	NS	W	ER	NF	CS	P	FT	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	PRVP	SE	CC	CSA	NMB	LR	AC	NCU	FP	IA	CAB	FCA	RR	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	B	FO	NHA	SS	OP	PA	FCD	FM	CA	X	AR	ES	U	NASA	F	DP	CNF	Z	SB	G	GB	ICA	RNB	FF	II	UNI	AG	OAR	OUC	MB	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
2000	3295	578	816	878	491	718	76	163	97	606	60	123	33	384	342	48	171	2	256	77	380	18	35	60	294	18	2	41	12	22	21	79	23	0	0	35	0	16	4	70	0	1	30	0	0	44	22	16	0	2	3	80	204	0	2	16	3	6	0	5	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2418	478	683	682	349	382	23	35	37	484	26	132	14	231	150	16	165	1	218	77	246	21	23	34	239	14	0	11	6	16	5	60	25	0	0	12	0	5	3	36	0	0	28	0	0	25	26	8	0	8	0	18	191	0	1	70	0	2	0	4	0	2	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2857	443	649	639	277	320	26	38	30	430	43	92	15	153	155	15	142	1	171	78	240	21	30	42	226	9	0	12	9	9	13	55	24	0	0	6	0	6	6	54	0	5	20	0	0	26	30	0	1	0	0	19	173	0	1	6	0	3	0	7	0	1	8	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3329	411	735	575	275	280	20	24	10	470	29	87	24	111	103	13	130	0	198	86	231	18	12	47	219	7	1	1	13	8	1	47	50	0	0	11	0	3	2	56	0	0	20	0	0	19	62	0	0	3	0	17	160	0	2	19	0	1	0	5	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2728	864	463	335	240	229	15	16	8	324	18	70	15	88	68	8	86	0	105	53	256	11	1	29	243	4	0	1	9	5	0	338	10	0	0	8	0	2	2	71	0	1	34	0	0	17	25	0	0	1	0	21	128	0	0	19	0	0	0	8	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2258	285	218	247	183	154	8	5	11	301	4	29	3	28	49	6	48	0	44	52	240	7	3	44	229	16	0	0	4	4	0	24	6	0	0	8	0	2	5	637	0	3	3	0	0	13	21	0	0	1	0	9	97	0	0	21	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2818	300	165	270	176	157	2	17	2	259	15	15	12	37	50	26	57	0	47	48	232	6	0	27	197	13	0	0	7	1	0	31	4	0	0	4	0	0	0	56	0	5	5	0	0	18	13	19	0	1	0	16	82	0	0	18	0	1	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2546	215	156	323	335	216	6	8	2	1836	8	26	6	26	40	10	55	0	51	56	45	8	0	33	25	13	0	0	13	0	2	26	0	0	0	12	0	0	1	58	0	0	3	0	0	13	7	0	0	0	0	11	85	0	0	22	0	0	0	5	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2074	130	144	236	192	98	7	24	2	24	6	38	0	24	37	4	60	0	56	17	167	3	0	18	100	9	0	0	14	1	2	15	0	0	0	6	0	0	0	105	0	201	6	0	0	11	15	0	0	0	0	22	69	0	0	8	0	0	0	7	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2826	94	323	228	192	210	4	12	0	21	0	28	4	25	10	3	39	0	15	29	637	10	3	15	608	14	1	0	5	3	0	25	0	0	0	4	0	0	0	39	0	1	3	0	0	11	19	0	0	0	1	16	62	0	0	10	0	1	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2175	60	97	94	152	109	13	8	0	7	0	21	0	25	14	2	24	0	11	20	34	8	0	13	16	8	0	3	6	0	2	25	0	0	0	3	0	0	0	1	0	0	9	0	0	8	13	0	0	0	0	12	78	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1309	38	56	46	129	57	7	6	0	7	0	12	3	17	20	3	18	0	4	22	14	6	0	12	9	3	0	0	4	2	0	9	0	0	0	3	0	0	0	2	0	0	1	0	0	11	5	0	0	0	0	8	79	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1021	39	11	43	54	129	4	4	0	5	0	11	1	8	6	2	16	0	1	10	444	2	0	13	222	7	0	0	2	1	0	4	0	0	0	2	0	0	0	2	0	0	1	0	0	8	3	0	0	0	0	7	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	560	18	3	20	39	41	0	2	0	2	0	5	2	0	7	0	18	0	0	4	593	5	0	9	324	4	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	0	1	0	0	2	3	0	0	0	0	8	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	363	5	0	9	16	35	0	1	0	0	0	0	1	0	4	0	14	0	0	1	63	2	0	8	32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	13	0	0	4	15	23	0	1	0	0	0	0	1	0	5	0	6	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	0	6	1	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
