Google	1251861
Internet Archive	22212
University of Michigan	3738
Texas A&M University	3364
Cornell University	2143
University of California, Berkeley	1561
Northwestern University	544
University of Missouri, Columbia	280
University of Illinois at Urbana-Champaign	280
	173
Yale University	120
Columbia University	56
University of Washington	35
Boston College	18
Emory University	16
The Getty Research Institute	13
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
