Congressional Record	1368	7198	19.01
Statistical Abstract	166	198	83.84
United States Reports	736	1344	54.76
Foreign Relations	1045	4263	24.51
Congressional Serial Set	21368	53064	40.27
Civil Rights Commission	898	2785	32.24
Economic Report Of The President	60	240	25.0
