1	972190
2	87680
3	24111
4	15846
5	10259
6	8074
7	6291
8	5303
9	4587
10	3416
11	2939
12	2496
13	1860
14	2083
15	1313
16	1297
17	1375
18	1214
19	763
20	1214
21	1070
22	1224
23	564
24	771
25	709
26	538
27	643
28	270
29	539
30	429
31	577
32	357
33	392
34	481
35	475
36	298
37	411
38	244
39	324
40	230
41	296
42	558
43	221
44	135
45	321
46	301
47	362
48	346
49	280
50	210
51	262
52	281
53	443
54	224
55	57
56	351
57	353
58	448
59	248
60	196
61	163
62	74
63	64
64	66
65	237
66	208
67	220
69	140
70	99
71	72
72	170
73	202
74	75
75	76
77	79
78	79
80	260
81	82
83	140
84	85
86	87
87	173
88	298
91	94
92	94
94	191
95	195
97	120
102	515
104	105
107	326
110	118
114	115
121	122
122	146
125	128
126	129
128	129
134	137
135	274
143	147
146	147
157	216
161	162
162	813
163	164
165	166
181	187
204	220
205	210
209	213
213	214
221	222
223	226
227	347
239	241
245	299
249	250
257	258
271	272
292	293
345	346
348	349
356	358
373	375
394	395
408	409
411	413
431	433
441	442
455	456
930	936
1298	1315
