Congressional Record	1771	7290	24.29
Statistical Abstract	173	199	86.93
United States Reports	757	1501	50.43
Foreign Relations	1072	4328	24.77
Congressional Serial Set	21430	53376	40.15
Civil Rights Commission	1025	2822	36.32
