Google	1315552
Internet Archive	24339
University of Michigan	3852
Texas A&M University	3390
Cornell University	2308
University of California, Berkeley	2110
Northwestern University	559
University of Missouri, Columbia	340
	327
University of Illinois at Urbana-Champaign	222
Yale University	128
Columbia University	96
University of Washington	46
Emory University	36
Boston College	19
The Getty Research Institute	15
University of Maryland	1
University of Delaware	1
State University System of Florida	1
McGill University	1
