Public Domain	1205036
In Copyright	123192
Public Domain only when viewed in US	42547
Undetermined	15886
Creative Commons Attribution 4.0 International license	440
Public Domain but access limited due to privacy concerns	416
In copyright in the US	339
In copyright and permitted as world viewable by the copyright holder	291
Creative Commons Zero license (implies pd)	266
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International license	195
Creative Commons Attribution-ShareAlike 4.0 International license	133
Creative Commons Attribution-NonCommercial-ShareAlike license, 3.0 Unported	115
Creative Commons Attribution-NonCommercial 4.0 International license	96
available to nobody; blocked for all users	80
out-of-print (implies in-copyright)	42
Creative Commons Attribution-NonCommercial-NoDerivatives license, 3.0 Unported	35
Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International license	17
Creative Commons Attribution-NonCommercial license, 3.0 Unported	7
Creative Commons Attribution-NoDerivatives license, 3.0 Unported	2
