1789	37
1790	16
1791	14
1792	7
1793	16
1794	8
1795	7
1796	20
1797	13
1798	14
1799	22
1800	14
1801	13
1802	21
1803	21
1804	20
1805	25
1806	27
1807	27
1808	44
1809	22
1810	46
1811	21
1812	50
1813	40
1814	48
1815	54
1816	32
1817	32
1818	27
1819	92
1820	38
1821	30
1822	42
1823	49
1824	112
1825	64
1826	55
1827	37
1828	74
1829	50
1830	132
1831	60
1832	68
1833	67
1834	215
1835	83
1836	115
1837	328
1838	95
1839	69
1840	104
1841	111
1842	84
1843	63
1844	95
1845	151
1846	125
1847	112
1848	220
1849	115
1850	270
1851	192
1852	285
1853	274
1854	384
1855	230
1856	546
1857	282
1858	302
1859	290
1860	330
1861	602
1862	466
1863	415
1864	484
1865	433
1866	473
1867	408
1868	513
1869	451
1870	514
1871	585
1872	772
1873	678
1874	692
1875	495
1876	606
1877	633
1878	561
1879	681
1880	704
1881	641
1882	806
1883	898
1884	869
1885	1014
1886	1200
1887	914
1888	1007
1889	1074
1890	1013
1891	1097
1892	1804
1893	2534
1894	3415
1895	2021
1896	1587
1897	1436
1898	1769
1899	2006
1900	2219
1901	3218
1902	2634
1903	2073
1904	2072
1905	2370
1906	2803
1907	2825
1908	2661
1909	3412
1910	3082
1911	3640
1912	3584
1913	4469
1914	3751
1915	3675
1916	4384
1917	4739
1918	4507
1919	4850
1920	4125
1921	3528
1922	4486
1923	2784
1924	2843
1925	2893
1926	2809
1927	3064
1928	3046
1929	5488
1930	3436
1931	3738
1932	3521
1933	3870
1934	4199
1935	4857
1936	3819
1937	4642
1938	4969
1939	5339
1940	5831
1941	6593
1942	5623
1943	4728
1944	4874
1945	5280
1946	6036
1947	7379
1948	6629
1949	8959
1950	7572
1951	7468
1952	8730
1953	7941
1954	8365
1955	8737
1956	8894
1957	9263
1958	10007
1959	11277
1960	12578
1961	13007
1962	13428
1963	14374
1964	15472
1965	15134
1966	15191
1967	14928
1968	16144
1969	16269
1970	16560
1971	17869
1972	19795
1973	19839
1974	20715
1975	23621
1976	28735
1977	28907
1978	28748
1979	29053
1980	29610
1981	27642
1982	22219
1983	22795
1984	24232
1985	22168
1986	21990
1987	21181
1988	21136
1989	22278
1990	22494
1991	20130
1992	20648
1993	19305
1994	18083
1995	19354
1996	17530
1997	17010
1998	16527
1999	27157
2000	14292
2001	10789
2002	10725
2003	10486
2004	9725
2005	7443
2006	6865
2007	6990
2008	5527
2009	6377
2010	4413
2011	2748
2012	2039
2013	1526
2014	884
2015	345
2016	242
