Congressional Record	1494	7277	20.53
Statistical Abstract	172	198	86.87
United States Reports	754	1498	50.33
Foreign Relations	1059	4325	24.49
Congressional Serial Set	21383	53376	40.06
Civil Rights Commission	927	2819	32.88
