Google	1320123
Internet Archive	25558
Texas A&M University	4300
University of Michigan	3914
University of California, Berkeley	3472
Cornell University	2344
State University System of Florida	1697
	889
Northwestern University	566
University of Missouri, Columbia	342
University of Illinois at Urbana-Champaign	229
Yale University	187
Columbia University	113
Emory University	83
University of Washington	63
Boston College	19
The Getty Research Institute	17
University of Delaware	2
University of Maryland	1
McGill University	1
