Year,"University of Michigan","University of California","Harvard University","University of Illinois","University of Minnesota","University of Virginia","Cornell University","University of Wisconsin","University of Texas","Pennsylvania State University","New York Public Library","Ohio State University, The","Princeton University","Northwestern University","University of Chicago","Columbia University","Universidad Complutense de Madrid","Library of Congress","Keio University","University of Alberta","University of Iowa","TRAIL/GWLA","Purdue University","Getty Research Institute, The","Minnesota Digital Library","Michigan State University","University of North Carolina","Yale University","University of Massachusetts","Duke University","State University System of Florida","Texas AM","University of Connecticut","North Carolina State University","Emory University","University of Missouri","Wake Forest University","Tufts University","McGill University","University of Maryland","University of Washington","American University of Beirut","Clark Art Institute, Sterling and Francine","Utah State University Press","University of Pennsylvania","Knowledge Unlatched","University of Delaware","Millennium Project (University of Michigan)","HathiTrust - Private ","Brooklyn Museum"
2008,30.037900872997774,26.450453819901288,5.260894090089116,4.561474709167709,3.766886505170744,3.6891323221149137,3.6766861600362972,3.5271948953508088,2.9012228510287406,2.6323820050467504,2.116783824333595,1.6494722583848216,1.597353174454808,1.4592532065564185,0.814749238858516,0.7861243144389898,0.7558016186627017,0.6796827888990471,0.5822793991112791,0.4750888567962942,0.39285305670312903,0.33447968270151374,0.2964421141422919,0.29556201943161736,0.26487105707426684,0.243417968275769,0.1840022125955535,0.15374193488385215,0.09853315675678982,0.08586228964566076,0.07704885892599858,0.0372885517841798,0.02894325654891894,0.019948813441954913,0.01113538272229273,0.010117968269527195,0.009681041817419297,0.009381435107402452,0.008800947106744816,0.0055801749740637336,0.0027526366482797616,0.0025591406480605493,0.002234566712208967,0.0014855499371668553,0.001123525162563168,0.0006366642587857951,0.00048686090377737275,0.00013731974209105384,4.993445166947412e-05,2.496722583473706e-05
