Year,"University of Michigan","University of California","Harvard University","University of Illinois","University of Minnesota","University of Virginia","Cornell University","University of Wisconsin","Indiana University","University of Texas","Pennsylvania State University","New York Public Library","Ohio State University, The","Princeton University","Northwestern University","University of Chicago","Columbia University","Universidad Complutense de Madrid","Library of Congress","Keio University","University of Alberta","University of Iowa","TRAIL/GWLA","Purdue University","Getty Research Institute, The","Minnesota Digital Library","Michigan State University","University of North Carolina","Yale University","University of Massachusetts","Duke University","State University System of Florida","Boston College","Texas AM","University of Connecticut","North Carolina State University","Emory University","University of Missouri","Wake Forest University","Tufts University","McGill University","University of Maryland","University of Washington","American University of Beirut","Clark Art Institute, Sterling and Francine","Utah State University Press","University of Pennsylvania","University of Queensland, The ","Knowledge Unlatched","University of Delaware","University of Notre Dame","Millennium Project (University of Michigan)","HathiTrust - Private ","Brooklyn Museum"
,4812373,4237628,842848,730794,603493,591036,589042,565092,534487,464805,421734,339130,264262,255912,233787,130531,125945,121087,108892,93287,76114,62939,53587,47493,47352,42435,38998,29479,24631,15786,13756,12344,6230,5974,4637,3196,1784,1621,1551,1503,1410,894,441,410,358,238,180,119,102,78,39,22,8,4
