Congressional Record	473	6659	7.1
Statistical Abstract	137	171	80.12
United States Reports	667	1171	56.96
Foreign Relations	710	3168	22.41
Congressional Serial Set	20762	52476	39.56
Civil Rights Commission	866	3075	28.16
Economic Report Of The President	58	215	26.98
