Y 4	79702	Congress
Y 3	21150	Congress
A 13	12565	Agriculture
NAS 1	9936	National Aeronautics and Space Administration
I 28	9320	Interior Department
Y 1	9165	Congress
C 3	7046	Commerce Department
HE 20	6107	Health and Human Services Department
GA 1	5921	Government Accountability Office
I 19	5886	Interior Department
D 101	4982	Defense Department
S 1	4364	State Department
A 1	4358	Agriculture
C 13	3919	Commerce Department
ED 1	2858	Education Department
EP 1	2838	Environmental protection Agency
I 49	2757	Interior Department
L 2	2457	Labor Department
I 29	2022	Interior Department
C 55	1843	Commerce Department
I 1	1552	Interior Department
D 103	1518	Defense Department
PREX 3	1198	Executive Office of the President
HH 1	1177	Housing and Urban Development Department
A 17	1164	Agriculture
TD 2	999	Transportation Department
FS 5	921	
J 28	909	Justice Department
J 1	903	Justice Department
II 0	863	
D 301	863	Defense Department
C 22	851	Commerce Department
C 18	769	Commerce Department
E 1	767	Energy Department
ITC 1	747	International Trade Commission
C 61	720	Commerce Department
L 1	719	Labor Department
I 53	688	Interior Department
A 57	631	Agriculture
TC 1	610	
TD 4	585	Transportation Department
D 1	585	Defense Department
SBA 1	570	Small Business Administration
Y 10	550	Congress
TD 1	538	Transportation Department
SI 1	536	Smithsonian Institution
T 22	534	Treasury Department
VA 1	527	Veterans Affairs Department
A 93	526	Agriculture
D 5	504	Defense Department
I 27	493	Interior Department
TD 7	488	Transportation Department
C 1	465	Commerce Department
TD 8	443	Transportation Department
J 26	416	Justice Department
D 207	402	Defense Department
FEM 1	399	
J 29	394	Justice Department
TD 5	392	Transportation Department
CR 1	391	Civil Rights Commission
D 114	382	Defense Department
L 13	376	Labor Department
PM 1	374	Personnel Management Office
L 37	361	Labor Department
HE 19	354	Health and Human Services Department
HE 23	338	Health and Human Services Department
LC 1	334	Library of Congress
L 35	332	Labor Department
HE 1	316	Health and Human Services Department
NS 1	302	National Science Foundation
J 32	296	Justice Department
D 214	296	Defense Department
SI 3	294	Smithsonian Institution
L 38	292	Labor Department
FS 2	275	
PREX 1	267	Executive Office of the President
L 36	259	Labor Department
AE 1	251	National Archives and Records Administration
D 201	241	Defense Department
A 77	232	Agriculture
C 56	229	Commerce Department
CS 1	227	
HE 22	225	Health and Human Services Department
P 1	225	United States Postal Service
FT 1	216	Federal Trade Commission
HE 3	215	Health and Human Services Department
T 17	203	Treasury Department
JU 13	199	Judiciary
A 88	197	Agriculture
ER 1	195	
PREX 2	195	Executive Office of the President
C 57	193	Commerce Department
L 29	181	Labor Department
GS 4	179	General Services Administration
PR 40	179	President of the United States
PR 32	178	President of the United States
E 3	173	Energy Department
EP 5	171	Environmental protection Agency
L 16	168	Labor Department
T 1	165	Treasury Department
S 18	162	State Department
C 51	160	Commerce Department
EP 2	159	Environmental protection Agency
A 98	158	Agriculture
PE 1	154	Peace Corps
A 105	154	Agriculture
I 20	154	Interior Department
FS 14	151	
C 46	149	Commerce Department
LC 19	147	Library of Congress
NF 3	139	National Foundation on the Arts and the Humanities
SSA 1	135	Social Security Administration
FR 1	135	Federal Reserve System Board of Governors
A 67	135	Agriculture
IC 1	135	Interstate Commerce Commission
FS 3	134	
TD 3	131	Transportation Department
A 101	126	Agriculture
A 92	125	Agriculture
NF 2	124	National Foundation on the Arts and the Humanities
D 208	122	Defense Department
GS 1	121	General Services Administration
FS 13	120	
D 7	116	Defense Department
PR 42	115	President of the United States
C 59	113	Commerce Department
LC 30	113	Library of Congress
J 24	108	Justice Department
C 47	107	Commerce Department
C 21	107	Commerce Department
AA 1	106	
EP 6	105	Environmental protection Agency
C 41	105	Commerce Department
C 60	104	Commerce Department
I 72	101	Interior Department
HE 5	99	Health and Human Services Department
T 70	98	Treasury Department
D 305	96	Defense Department
GP 3	95	Government Printing Office
JU 10	93	Judiciary
D 209	90	Defense Department
HE 17	90	Health and Human Services Department
PR 36	90	President of the United States
A 82	85	Agriculture
W 1	84	
E 2	84	Energy Department
I 16	83	Interior Department
FS 17	82	
D 210	80	Defense Department
J 21	78	Justice Department
PR 39	77	President of the United States
C 39	76	Commerce Department
SI 8	76	Smithsonian Institution
PREX 14	74	Executive Office of the President
PRVP 42	73	Vice President of the United States
PREX 26	73	Executive Office of the President
T 63	71	Treasury Department
LC 3	70	Library of Congress
D 105	69	Defense Department
D 2	68	Defense Department
C 42	67	Commerce Department
EP 7	67	Environmental protection Agency
CSA 1	67	
CC 1	67	Federal Communications Commission
SE 1	67	Securities and Exchange Commission
C 4	67	Commerce Department
A 110	66	Agriculture
